Gene,HCs_spec,Macula.SCs_spec,Crista.SCs_spec
CU655961.4_rtkn2a,1,1,1
rtkn2a_tacc3,1,1,1
kif20ba_rtkn2a,1,1,1
ids_oclnb,1,1,1
oclnb_vps9d1,1,0.999365079,0.999365079
mcfd2_oclnb,1,1,1
glula_oclnb,0.983606557,0.991304348,0.983606557
CU655961.4_oclnb,1,1,1
oclnb_tacc3,1,1,1
kif20ba_oclnb,1,1,1
ids_vps9d1,0.991304348,0.991304348,0.998730159
ids_mcfd2,1,0.997460317,0.997460317
glula_ids,0.930434783,0.930434783,0.942622951
CU655961.4_ids,1,1,1
ids_tacc3,1,1,1
ids_kif20ba,1,1,1
mcfd2_vps9d1,0.991304348,0.991304348,0.998730159
glula_vps9d1,0.973913043,0.973913043,0.975409836
CU655961.4_vps9d1,1,1,1
tacc3_vps9d1,1,1,1
kif20ba_vps9d1,1,1,1
glula_mcfd2,0.973913043,0.973913043,0.985396825
CU655961.4_mcfd2,1,1,1
mcfd2_tacc3,1,1,1
kif20ba_mcfd2,1,1,1
CU655961.4_glula,1,1,1
glula_tacc3,1,0.997460317,0.997460317
glula_kif20ba,0.991304348,0.991304348,1
CU655961.4_tacc3,1,1,1
CU655961.4_kif20ba,1,1,1
kif20ba_tacc3,1,1,1
ccdc83_sdsl,1,1,1
adipor2_sdsl,1,1,1
sdsl_zte38,1,1,1
msh5_sdsl,1,1,1
sdsl_tex11,1,1,1
sdsl_si:ch211-277c7.7,1,1,1
sdsl_sycp2,1,1,1
rad9b_sdsl,1,1,1
opn1sw2_sdsl,1,1,1
pcp4l1_sdsl,1,1,1
dmc1_sdsl,1,1,1
cep19_sdsl,1,1,1
sdsl_si:ch211-199g17.9,1,1,1
CCNB1IP1_sdsl,1,1,1
msh4_sdsl,1,1,1
sdsl_spdya,1,1,1
sdsl_spata22,1,1,1
cks2_sdsl,1,1,1
bbip1_sdsl,0.991304348,0.991304348,0.999365079
polr3glb_sdsl,1,1,1
m1ap_sdsl,1,1,1
sdsl_si:ch211-152c8.2,1,1,1
sdsl_spata4,1,1,1
sdsl_si:dkey-1h6.8,1,1,1
ehd1b_sdsl,1,1,1
sdsl_si:dkeyp-72h1.1,1,1,1
sdsl_si:ch1073-75f15.2,1,1,1
cdk2_sdsl,1,1,1
adipor2_ccdc83,1,0.982857143,0.982857143
ccdc83_zte38,1,1,1
ccdc83_msh5,1,1,1
ccdc83_tex11,1,0.998730159,0.998730159
ccdc83_si:ch211-277c7.7,1,0.997460317,0.997460317
ccdc83_sycp2,1,0.998730159,0.998730159
ccdc83_rad9b,1,1,1
ccdc83_opn1sw2,1,0.999365079,0.999365079
ccdc83_pcp4l1,1,1,1
ccdc83_dmc1,1,1,1
ccdc83_cep19,1,0.998095238,0.998095238
ccdc83_si:ch211-199g17.9,1,0.999365079,0.999365079
ccdc83_CCNB1IP1,1,1,1
ccdc83_msh4,1,1,1
ccdc83_spdya,1,1,1
ccdc83_spata22,1,1,1
ccdc83_cks2,1,0.999365079,0.999365079
bbip1_ccdc83,1,0.996825397,0.996825397
ccdc83_polr3glb,1,0.999365079,0.999365079
ccdc83_m1ap,1,1,1
ccdc83_si:ch211-152c8.2,1,0.999365079,0.999365079
ccdc83_spata4,1,0.993015873,0.993015873
ccdc83_si:dkey-1h6.8,1,1,1
ccdc83_ehd1b,1,0.999365079,0.999365079
ccdc83_si:dkeyp-72h1.1,0.991803279,0.994920635,0.991803279
ccdc83_si:ch1073-75f15.2,1,1,1
ccdc83_cdk2,1,1,1
adipor2_zte38,1,1,1
adipor2_msh5,1,1,1
adipor2_tex11,1,0.992380952,0.992380952
adipor2_si:ch211-277c7.7,1,0.993015873,0.993015873
adipor2_sycp2,1,1,1
adipor2_rad9b,1,0.999365079,0.999365079
adipor2_opn1sw2,1,0.998730159,0.998730159
adipor2_pcp4l1,1,1,1
adipor2_dmc1,1,1,1
adipor2_cep19,0.983606557,0.994920635,0.983606557
adipor2_si:ch211-199g17.9,1,0.999365079,0.999365079
adipor2_CCNB1IP1,1,1,1
adipor2_msh4,1,1,1
adipor2_spdya,1,1,1
adipor2_spata22,1,0.996190476,0.996190476
adipor2_cks2,1,0.998730159,0.998730159
adipor2_bbip1,1,0.977777778,0.977777778
adipor2_polr3glb,1,0.991111111,0.991111111
adipor2_m1ap,1,0.999365079,0.999365079
adipor2_si:ch211-152c8.2,1,0.999365079,0.999365079
adipor2_spata4,0.991803279,0.982222222,0.982222222
adipor2_si:dkey-1h6.8,1,1,1
adipor2_ehd1b,0.991803279,0.998730159,0.991803279
adipor2_si:dkeyp-72h1.1,1,0.983492063,0.983492063
adipor2_si:ch1073-75f15.2,1,1,1
adipor2_cdk2,1,0.998730159,0.998730159
msh5_zte38,1,1,1
tex11_zte38,1,1,1
si:ch211-277c7.7_zte38,1,1,1
sycp2_zte38,1,1,1
rad9b_zte38,1,1,1
opn1sw2_zte38,1,1,1
pcp4l1_zte38,1,1,1
dmc1_zte38,1,1,1
cep19_zte38,1,1,1
si:ch211-199g17.9_zte38,1,1,1
CCNB1IP1_zte38,1,1,1
msh4_zte38,1,1,1
spdya_zte38,1,1,1
spata22_zte38,1,1,1
cks2_zte38,1,1,1
bbip1_zte38,1,1,1
polr3glb_zte38,1,1,1
m1ap_zte38,1,1,1
si:ch211-152c8.2_zte38,1,1,1
spata4_zte38,1,1,1
si:dkey-1h6.8_zte38,1,1,1
ehd1b_zte38,1,1,1
si:dkeyp-72h1.1_zte38,1,1,1
si:ch1073-75f15.2_zte38,1,1,1
cdk2_zte38,1,1,1
msh5_tex11,1,1,1
msh5_si:ch211-277c7.7,1,1,1
msh5_sycp2,1,1,1
msh5_rad9b,1,1,1
msh5_opn1sw2,1,1,1
msh5_pcp4l1,1,1,1
dmc1_msh5,1,1,1
cep19_msh5,1,1,1
msh5_si:ch211-199g17.9,1,1,1
CCNB1IP1_msh5,1,1,1
msh4_msh5,1,1,1
msh5_spdya,1,1,1
msh5_spata22,1,1,1
cks2_msh5,1,1,1
bbip1_msh5,1,1,1
msh5_polr3glb,1,0.999365079,0.999365079
m1ap_msh5,1,1,1
msh5_si:ch211-152c8.2,1,1,1
msh5_spata4,1,0.999365079,0.999365079
msh5_si:dkey-1h6.8,1,1,1
ehd1b_msh5,1,1,1
msh5_si:dkeyp-72h1.1,1,0.999365079,0.999365079
msh5_si:ch1073-75f15.2,1,1,1
cdk2_msh5,1,1,1
si:ch211-277c7.7_tex11,1,1,1
sycp2_tex11,1,1,1
rad9b_tex11,1,1,1
opn1sw2_tex11,1,0.999365079,0.999365079
pcp4l1_tex11,1,1,1
dmc1_tex11,1,1,1
cep19_tex11,1,0.998730159,0.998730159
si:ch211-199g17.9_tex11,1,1,1
CCNB1IP1_tex11,1,1,1
msh4_tex11,1,1,1
spdya_tex11,1,1,1
spata22_tex11,1,0.999365079,0.999365079
cks2_tex11,1,1,1
bbip1_tex11,1,0.996825397,0.996825397
polr3glb_tex11,1,0.998730159,0.998730159
m1ap_tex11,1,0.999365079,0.999365079
si:ch211-152c8.2_tex11,1,1,1
spata4_tex11,1,0.999365079,0.999365079
si:dkey-1h6.8_tex11,1,1,1
ehd1b_tex11,1,1,1
si:dkeyp-72h1.1_tex11,1,0.999365079,0.999365079
si:ch1073-75f15.2_tex11,1,1,1
cdk2_tex11,1,1,1
si:ch211-277c7.7_sycp2,1,1,1
rad9b_si:ch211-277c7.7,1,1,1
opn1sw2_si:ch211-277c7.7,1,1,1
pcp4l1_si:ch211-277c7.7,1,1,1
dmc1_si:ch211-277c7.7,1,1,1
cep19_si:ch211-277c7.7,1,0.998730159,0.998730159
si:ch211-199g17.9_si:ch211-277c7.7,1,1,1
CCNB1IP1_si:ch211-277c7.7,1,1,1
msh4_si:ch211-277c7.7,1,1,1
si:ch211-277c7.7_spdya,1,1,1
si:ch211-277c7.7_spata22,1,1,1
cks2_si:ch211-277c7.7,1,1,1
bbip1_si:ch211-277c7.7,1,0.999365079,0.999365079
polr3glb_si:ch211-277c7.7,1,0.996825397,0.996825397
m1ap_si:ch211-277c7.7,1,0.999365079,0.999365079
si:ch211-152c8.2_si:ch211-277c7.7,1,1,1
si:ch211-277c7.7_spata4,1,0.998095238,0.998095238
si:ch211-277c7.7_si:dkey-1h6.8,1,1,1
ehd1b_si:ch211-277c7.7,1,1,1
si:ch211-277c7.7_si:dkeyp-72h1.1,1,0.998095238,0.998095238
si:ch1073-75f15.2_si:ch211-277c7.7,1,1,1
cdk2_si:ch211-277c7.7,1,1,1
rad9b_sycp2,1,1,1
opn1sw2_sycp2,1,1,1
pcp4l1_sycp2,1,1,1
dmc1_sycp2,1,1,1
cep19_sycp2,1,1,1
si:ch211-199g17.9_sycp2,1,1,1
CCNB1IP1_sycp2,1,1,1
msh4_sycp2,1,1,1
spdya_sycp2,1,1,1
spata22_sycp2,1,1,1
cks2_sycp2,1,1,1
bbip1_sycp2,1,0.999365079,0.999365079
polr3glb_sycp2,1,1,1
m1ap_sycp2,1,1,1
si:ch211-152c8.2_sycp2,1,1,1
spata4_sycp2,1,0.999365079,0.999365079
si:dkey-1h6.8_sycp2,1,1,1
ehd1b_sycp2,1,1,1
si:dkeyp-72h1.1_sycp2,1,1,1
si:ch1073-75f15.2_sycp2,1,1,1
cdk2_sycp2,1,1,1
opn1sw2_rad9b,1,1,1
pcp4l1_rad9b,1,1,1
dmc1_rad9b,1,1,1
cep19_rad9b,1,1,1
rad9b_si:ch211-199g17.9,1,1,1
CCNB1IP1_rad9b,1,1,1
msh4_rad9b,1,1,1
rad9b_spdya,1,1,1
rad9b_spata22,1,0.999365079,0.999365079
cks2_rad9b,1,1,1
bbip1_rad9b,1,1,1
polr3glb_rad9b,1,0.999365079,0.999365079
m1ap_rad9b,1,1,1
rad9b_si:ch211-152c8.2,1,1,1
rad9b_spata4,1,1,1
rad9b_si:dkey-1h6.8,1,1,1
ehd1b_rad9b,1,1,1
rad9b_si:dkeyp-72h1.1,1,1,1
rad9b_si:ch1073-75f15.2,1,1,1
cdk2_rad9b,1,1,1
opn1sw2_pcp4l1,1,1,1
dmc1_opn1sw2,1,1,1
cep19_opn1sw2,1,1,1
opn1sw2_si:ch211-199g17.9,1,1,1
CCNB1IP1_opn1sw2,1,1,1
msh4_opn1sw2,1,1,1
opn1sw2_spdya,1,1,1
opn1sw2_spata22,1,1,1
cks2_opn1sw2,1,1,1
bbip1_opn1sw2,1,1,1
opn1sw2_polr3glb,1,0.998730159,0.998730159
m1ap_opn1sw2,1,1,1
opn1sw2_si:ch211-152c8.2,1,1,1
opn1sw2_spata4,1,0.998730159,0.998730159
opn1sw2_si:dkey-1h6.8,1,1,1
ehd1b_opn1sw2,1,1,1
opn1sw2_si:dkeyp-72h1.1,1,0.999365079,0.999365079
opn1sw2_si:ch1073-75f15.2,1,1,1
cdk2_opn1sw2,1,1,1
dmc1_pcp4l1,1,1,1
cep19_pcp4l1,1,1,1
pcp4l1_si:ch211-199g17.9,1,1,1
CCNB1IP1_pcp4l1,1,1,1
msh4_pcp4l1,1,1,1
pcp4l1_spdya,1,1,1
pcp4l1_spata22,1,1,1
cks2_pcp4l1,1,1,1
bbip1_pcp4l1,1,1,1
pcp4l1_polr3glb,1,1,1
m1ap_pcp4l1,1,1,1
pcp4l1_si:ch211-152c8.2,1,1,1
pcp4l1_spata4,1,1,1
pcp4l1_si:dkey-1h6.8,1,1,1
ehd1b_pcp4l1,1,1,1
pcp4l1_si:dkeyp-72h1.1,1,1,1
pcp4l1_si:ch1073-75f15.2,1,1,1
cdk2_pcp4l1,1,1,1
cep19_dmc1,1,1,1
dmc1_si:ch211-199g17.9,1,1,1
CCNB1IP1_dmc1,1,1,1
dmc1_msh4,1,1,1
dmc1_spdya,1,1,1
dmc1_spata22,1,1,1
cks2_dmc1,1,1,1
bbip1_dmc1,1,1,1
dmc1_polr3glb,1,1,1
dmc1_m1ap,1,1,1
dmc1_si:ch211-152c8.2,1,1,1
dmc1_spata4,1,1,1
dmc1_si:dkey-1h6.8,1,1,1
dmc1_ehd1b,1,1,1
dmc1_si:dkeyp-72h1.1,1,1,1
dmc1_si:ch1073-75f15.2,1,1,1
cdk2_dmc1,1,1,1
cep19_si:ch211-199g17.9,1,1,1
CCNB1IP1_cep19,1,1,1
cep19_msh4,1,1,1
cep19_spdya,1,1,1
cep19_spata22,1,1,1
cep19_cks2,1,1,1
bbip1_cep19,1,0.997460317,0.997460317
cep19_polr3glb,1,0.999365079,0.999365079
cep19_m1ap,1,1,1
cep19_si:ch211-152c8.2,1,0.999365079,0.999365079
cep19_spata4,1,0.999365079,0.999365079
cep19_si:dkey-1h6.8,1,1,1
cep19_ehd1b,0.991803279,1,0.991803279
cep19_si:dkeyp-72h1.1,1,0.997460317,0.997460317
cep19_si:ch1073-75f15.2,1,1,1
cdk2_cep19,1,1,1
CCNB1IP1_si:ch211-199g17.9,1,1,1
msh4_si:ch211-199g17.9,1,1,1
si:ch211-199g17.9_spdya,1,1,1
si:ch211-199g17.9_spata22,1,1,1
cks2_si:ch211-199g17.9,1,1,1
bbip1_si:ch211-199g17.9,1,1,1
polr3glb_si:ch211-199g17.9,1,1,1
m1ap_si:ch211-199g17.9,1,1,1
si:ch211-152c8.2_si:ch211-199g17.9,1,1,1
si:ch211-199g17.9_spata4,1,0.999365079,0.999365079
si:ch211-199g17.9_si:dkey-1h6.8,1,1,1
ehd1b_si:ch211-199g17.9,1,1,1
si:ch211-199g17.9_si:dkeyp-72h1.1,1,1,1
si:ch1073-75f15.2_si:ch211-199g17.9,1,1,1
cdk2_si:ch211-199g17.9,1,1,1
CCNB1IP1_msh4,1,1,1
CCNB1IP1_spdya,1,1,1
CCNB1IP1_spata22,1,1,1
CCNB1IP1_cks2,1,1,1
bbip1_CCNB1IP1,1,1,1
CCNB1IP1_polr3glb,1,1,1
CCNB1IP1_m1ap,1,1,1
CCNB1IP1_si:ch211-152c8.2,1,1,1
CCNB1IP1_spata4,1,1,1
CCNB1IP1_si:dkey-1h6.8,1,1,1
CCNB1IP1_ehd1b,1,1,1
CCNB1IP1_si:dkeyp-72h1.1,1,1,1
CCNB1IP1_si:ch1073-75f15.2,1,1,1
CCNB1IP1_cdk2,1,1,1
msh4_spdya,1,1,1
msh4_spata22,1,1,1
cks2_msh4,1,1,1
bbip1_msh4,1,1,1
msh4_polr3glb,1,1,1
m1ap_msh4,1,1,1
msh4_si:ch211-152c8.2,1,1,1
msh4_spata4,1,1,1
msh4_si:dkey-1h6.8,1,1,1
ehd1b_msh4,1,1,1
msh4_si:dkeyp-72h1.1,1,1,1
msh4_si:ch1073-75f15.2,1,1,1
cdk2_msh4,1,1,1
spata22_spdya,1,1,1
cks2_spdya,1,1,1
bbip1_spdya,1,1,1
polr3glb_spdya,1,1,1
m1ap_spdya,1,1,1
si:ch211-152c8.2_spdya,1,1,1
spata4_spdya,1,1,1
si:dkey-1h6.8_spdya,1,1,1
ehd1b_spdya,1,1,1
si:dkeyp-72h1.1_spdya,1,1,1
si:ch1073-75f15.2_spdya,1,1,1
cdk2_spdya,1,1,1
cks2_spata22,1,1,1
bbip1_spata22,1,0.999365079,0.999365079
polr3glb_spata22,1,0.999365079,0.999365079
m1ap_spata22,1,1,1
si:ch211-152c8.2_spata22,1,0.999365079,0.999365079
spata22_spata4,1,0.999365079,0.999365079
si:dkey-1h6.8_spata22,1,1,1
ehd1b_spata22,1,1,1
si:dkeyp-72h1.1_spata22,1,0.998095238,0.998095238
si:ch1073-75f15.2_spata22,1,1,1
cdk2_spata22,1,0.999365079,0.999365079
bbip1_cks2,1,0.999365079,0.999365079
cks2_polr3glb,1,1,1
cks2_m1ap,1,1,1
cks2_si:ch211-152c8.2,1,1,1
cks2_spata4,1,1,1
cks2_si:dkey-1h6.8,1,1,1
cks2_ehd1b,1,1,1
cks2_si:dkeyp-72h1.1,1,1,1
cks2_si:ch1073-75f15.2,1,1,1
cdk2_cks2,1,1,1
bbip1_polr3glb,1,0.997460317,0.997460317
bbip1_m1ap,1,0.999365079,0.999365079
bbip1_si:ch211-152c8.2,1,1,1
bbip1_spata4,1,0.993650794,0.993650794
bbip1_si:dkey-1h6.8,1,1,1
bbip1_ehd1b,1,1,1
bbip1_si:dkeyp-72h1.1,1,0.993015873,0.993015873
bbip1_si:ch1073-75f15.2,1,1,1
bbip1_cdk2,1,1,1
m1ap_polr3glb,1,1,1
polr3glb_si:ch211-152c8.2,1,1,1
polr3glb_spata4,1,0.996825397,0.996825397
polr3glb_si:dkey-1h6.8,1,1,1
ehd1b_polr3glb,1,1,1
polr3glb_si:dkeyp-72h1.1,1,0.998095238,0.998095238
polr3glb_si:ch1073-75f15.2,1,1,1
cdk2_polr3glb,1,1,1
m1ap_si:ch211-152c8.2,1,1,1
m1ap_spata4,1,1,1
m1ap_si:dkey-1h6.8,1,1,1
ehd1b_m1ap,1,1,1
m1ap_si:dkeyp-72h1.1,1,1,1
m1ap_si:ch1073-75f15.2,1,1,1
cdk2_m1ap,1,1,1
si:ch211-152c8.2_spata4,1,1,1
si:ch211-152c8.2_si:dkey-1h6.8,1,1,1
ehd1b_si:ch211-152c8.2,1,1,1
si:ch211-152c8.2_si:dkeyp-72h1.1,1,0.998730159,0.998730159
si:ch1073-75f15.2_si:ch211-152c8.2,1,1,1
cdk2_si:ch211-152c8.2,1,1,1
si:dkey-1h6.8_spata4,1,1,1
ehd1b_spata4,1,1,1
si:dkeyp-72h1.1_spata4,1,0.994920635,0.994920635
si:ch1073-75f15.2_spata4,1,1,1
cdk2_spata4,1,1,1
ehd1b_si:dkey-1h6.8,1,1,1
si:dkey-1h6.8_si:dkeyp-72h1.1,1,1,1
si:ch1073-75f15.2_si:dkey-1h6.8,1,1,1
cdk2_si:dkey-1h6.8,1,1,1
ehd1b_si:dkeyp-72h1.1,1,0.999365079,0.999365079
ehd1b_si:ch1073-75f15.2,1,1,1
cdk2_ehd1b,1,1,1
si:ch1073-75f15.2_si:dkeyp-72h1.1,1,1,1
cdk2_si:dkeyp-72h1.1,1,1,1
cdk2_si:ch1073-75f15.2,1,1,1
angptl4_phlda2,0.893442623,0.904347826,0.893442623
angptl4_pdia2,1,1,1
angptl4_cmasa,1,0.997460317,0.997460317
angptl4_hpgd,1,1,1
angptl4_serpine1,1,1,1
aldob_angptl4,1,1,1
angptl4_rdh8a,1,0.999365079,0.999365079
angptl4_hey1,0.844262295,0.939130435,0.844262295
angptl4_sulf2b,0.950819672,0.982608696,0.950819672
angptl4_hprt1,0.991304348,0.991304348,0.991803279
angptl4_ccdc187,0.991304348,0.991304348,0.991803279
angptl4_si:dkey-225k4.1,1,1,1
angptl4_her2,1,1,1
angptl4_timp2a,0.950819672,0.982608696,0.950819672
angptl4_ptbp3,0.942622951,0.947826087,0.942622951
angptl4_basp1,1,1,1
angptl4_pnp5a,0.901639344,0.982608696,0.901639344
angptl4_gne,0.983606557,0.998730159,0.983606557
angptl4_foxp4,0.918032787,0.939130435,0.918032787
angptl4_slc38a2,0.909836066,0.956521739,0.909836066
angptl4_trib3,0.959016393,0.998730159,0.959016393
gmds_phlda2,0.942622951,0.973913043,0.942622951
gmds_pdia2,1,1,1
cmasa_gmds,1,0.986031746,0.986031746
gmds_hpgd,1,1,1
gmds_mycb,0.959016393,0.946031746,0.946031746
gmds_serpine1,1,1,1
aldob_gmds,1,1,1
gmds_rdh8a,1,0.999365079,0.999365079
gmds_hey1,0.909836066,0.930434783,0.909836066
gmds_sulf2b,0.973913043,0.973913043,0.975409836
gmds_hprt1,1,0.98984127,0.98984127
ccdc187_gmds,0.991304348,0.976507937,0.976507937
gmds_si:dkey-225k4.1,1,1,1
gmds_her2,1,1,1
gmds_timp2a,1,0.991111111,0.991111111
gmds_ptbp3,0.950819672,0.737777778,0.737777778
gmds_myclb,0.975409836,0.953015873,0.953015873
basp1_gmds,1,0.999365079,0.999365079
gmds_pnp5a,0.950819672,1,0.950819672
gmds_gne,0.991803279,0.987301587,0.987301587
foxp4_gmds,0.947826087,0.883809524,0.883809524
gmds_slc38a2,0.942622951,0.898412698,0.898412698
gmds_trib3,0.975409836,0.991111111,0.975409836
cx34.5_phlda2,1,1,1
cx34.5_pdia2,1,1,1
cmasa_cx34.5,1,1,1
cx34.5_hpgd,1,1,1
cx34.5_mycb,1,1,1
cx34.5_serpine1,1,1,1
aldob_cx34.5,1,1,1
cx34.5_rdh8a,1,1,1
cx34.5_hey1,1,1,1
cx34.5_sulf2b,1,1,1
cx34.5_hprt1,1,1,1
ccdc187_cx34.5,1,1,1
cx34.5_si:dkey-225k4.1,1,1,1
cx34.5_her2,1,1,1
cx34.5_timp2a,1,1,1
cx34.5_ptbp3,1,1,1
cx34.5_myclb,1,1,1
basp1_cx34.5,1,1,1
cx34.5_pnp5a,1,1,1
cx34.5_gne,1,1,1
cx34.5_foxp4,1,1,1
cx34.5_slc38a2,1,1,1
cx34.5_trib3,1,1,1
pdia2_phlda2,1,1,1
cmasa_phlda2,0.991803279,0.999365079,0.991803279
hpgd_phlda2,1,1,1
mycb_phlda2,0.913043478,0.913043478,0.93442623
mafba_phlda2,0.991304348,0.991304348,0.999365079
phlda2_serpine1,1,1,1
aldob_phlda2,1,1,1
phlda2_rdh8a,1,0.999365079,0.999365079
hey1_phlda2,0.852459016,0.904347826,0.852459016
phlda2_sulf2b,0.956521739,0.956521739,0.967213115
hprt1_phlda2,0.983606557,0.998095238,0.983606557
frmd6_phlda2,0.959016393,0.965217391,0.959016393
ccdc187_phlda2,0.973913043,0.973913043,0.999365079
phlda2_si:dkey-225k4.1,1,1,1
her2_phlda2,1,1,1
phlda2_timp2a,0.959016393,0.973913043,0.959016393
phlda2_ptbp3,0.939130435,0.939130435,0.950819672
myclb_phlda2,0.956521739,0.956521739,0.959016393
arrdc3a_phlda2,0.950819672,0.965217391,0.950819672
basp1_phlda2,1,1,1
phlda2_pnp5a,0.893442623,0.973913043,0.893442623
gne_phlda2,0.975409836,0.998095238,0.975409836
foxp4_phlda2,0.895652174,0.895652174,0.926229508
phlda2_slc38a2,0.947826087,0.947826087,0.950819672
phlda2_trib3,0.959016393,0.991304348,0.959016393
foxo1a_phlda2,0.904347826,0.904347826,0.975409836
cmasa_pdia2,1,1,1
hpgd_pdia2,1,1,1
mycb_pdia2,1,0.999365079,0.999365079
mafba_pdia2,1,1,1
pdia2_serpine1,1,1,1
aldob_pdia2,1,1,1
pdia2_rdh8a,1,1,1
hey1_pdia2,1,1,1
pdia2_sulf2b,1,0.999365079,0.999365079
hprt1_pdia2,1,1,1
frmd6_pdia2,1,0.999365079,0.999365079
ccdc187_pdia2,1,1,1
pdia2_si:dkey-225k4.1,1,1,1
her2_pdia2,1,1,1
pdia2_timp2a,1,1,1
pdia2_ptbp3,1,0.999365079,0.999365079
myclb_pdia2,1,0.999365079,0.999365079
arrdc3a_pdia2,1,1,1
basp1_pdia2,1,1,1
pdia2_pnp5a,1,1,1
gne_pdia2,1,1,1
foxp4_pdia2,1,1,1
pdia2_slc38a2,1,0.999365079,0.999365079
pdia2_trib3,1,1,1
foxo1a_pdia2,1,1,1
cmasa_hpgd,1,1,1
cmasa_mycb,1,0.994920635,0.994920635
cmasa_mafba,1,1,1
cmasa_serpine1,1,1,1
aldob_cmasa,1,1,1
cmasa_rdh8a,1,1,1
cmasa_hey1,0.991304348,0.991304348,0.991803279
cmasa_sulf2b,1,0.997460317,0.997460317
cmasa_hprt1,1,0.996825397,0.996825397
cmasa_frmd6,1,0.995555556,0.995555556
ccdc187_cmasa,1,0.997460317,0.997460317
cmasa_si:dkey-225k4.1,1,1,1
cmasa_her2,1,1,1
cmasa_timp2a,0.991803279,0.998730159,0.991803279
cmasa_ptbp3,1,0.963809524,0.963809524
cmasa_myclb,1,0.992380952,0.992380952
arrdc3a_cmasa,0.991803279,0.991746032,0.991746032
basp1_cmasa,1,1,1
cmasa_pnp5a,1,1,1
cmasa_gne,1,0.997460317,0.997460317
cmasa_foxp4,0.991803279,0.982857143,0.982857143
cmasa_slc38a2,1,0.987301587,0.987301587
cmasa_trib3,0.991304348,0.991304348,0.999365079
cmasa_foxo1a,0.991304348,0.98031746,0.98031746
hpgd_mycb,1,1,1
hpgd_mafba,1,1,1
hpgd_serpine1,1,1,1
aldob_hpgd,1,1,1
hpgd_rdh8a,1,1,1
hey1_hpgd,1,1,1
hpgd_sulf2b,1,1,1
hpgd_hprt1,1,1,1
frmd6_hpgd,1,1,1
ccdc187_hpgd,1,1,1
hpgd_si:dkey-225k4.1,1,1,1
her2_hpgd,1,1,1
hpgd_timp2a,1,1,1
hpgd_ptbp3,1,0.998095238,0.998095238
hpgd_myclb,1,1,1
arrdc3a_hpgd,1,1,1
basp1_hpgd,1,1,1
hpgd_pnp5a,1,1,1
gne_hpgd,1,0.999365079,0.999365079
foxp4_hpgd,1,0.998730159,0.998730159
hpgd_slc38a2,1,1,1
hpgd_trib3,1,1,1
foxo1a_hpgd,1,0.998095238,0.998095238
mafba_mycb,0.991803279,1,0.991803279
mycb_serpine1,1,1,1
aldob_mycb,1,1,1
mycb_rdh8a,1,0.999365079,0.999365079
hey1_mycb,0.844262295,0.930434783,0.844262295
mycb_sulf2b,0.975409836,0.982608696,0.975409836
hprt1_mycb,0.983606557,0.993015873,0.983606557
frmd6_mycb,0.950819672,0.970793651,0.950819672
ccdc187_mycb,0.965217391,0.965217391,0.986031746
mycb_si:dkey-225k4.1,1,0.999365079,0.999365079
her2_mycb,1,1,1
mycb_timp2a,0.950819672,0.996825397,0.950819672
mycb_ptbp3,0.926229508,0.85968254,0.85968254
arrdc3a_mycb,0.967213115,0.96952381,0.967213115
basp1_mycb,1,1,1
mycb_pnp5a,0.87704918,0.991304348,0.87704918
gne_mycb,0.975409836,0.991111111,0.975409836
foxp4_mycb,0.926229508,0.923174603,0.923174603
mycb_slc38a2,0.918032787,0.937777778,0.918032787
mycb_trib3,0.93442623,0.973913043,0.93442623
foxo1a_mycb,0.901639344,0.92173913,0.901639344
mafba_serpine1,1,1,1
aldob_mafba,1,1,1
mafba_rdh8a,1,0.999365079,0.999365079
hey1_mafba,1,1,1
mafba_sulf2b,1,1,1
hprt1_mafba,1,1,1
ccdc187_mafba,0.991803279,1,0.991803279
mafba_si:dkey-225k4.1,1,1,1
her2_mafba,1,1,1
mafba_timp2a,0.991304348,0.991304348,1
mafba_ptbp3,0.982608696,0.982608696,0.996825397
mafba_myclb,0.991304348,0.991304348,1
basp1_mafba,1,1,1
mafba_pnp5a,0.991803279,1,0.991803279
gne_mafba,1,1,1
foxp4_mafba,0.991304348,0.991304348,0.998095238
mafba_slc38a2,0.991304348,0.991304348,0.999365079
mafba_trib3,0.991304348,0.991304348,1
aldob_serpine1,1,1,1
rdh8a_serpine1,1,1,1
hey1_serpine1,1,1,1
serpine1_sulf2b,1,1,1
hprt1_serpine1,1,1,1
frmd6_serpine1,1,1,1
ccdc187_serpine1,1,1,1
serpine1_si:dkey-225k4.1,1,1,1
her2_serpine1,1,1,1
serpine1_timp2a,1,1,1
ptbp3_serpine1,1,1,1
myclb_serpine1,1,1,1
arrdc3a_serpine1,1,1,1
basp1_serpine1,1,1,1
pnp5a_serpine1,1,1,1
gne_serpine1,1,1,1
foxp4_serpine1,1,1,1
serpine1_slc38a2,1,1,1
serpine1_trib3,1,1,1
foxo1a_serpine1,1,1,1
aldob_rdh8a,1,1,1
aldob_hey1,1,1,1
aldob_sulf2b,1,1,1
aldob_hprt1,1,1,1
aldob_frmd6,1,1,1
aldob_ccdc187,1,1,1
aldob_si:dkey-225k4.1,1,1,1
aldob_her2,1,1,1
aldob_timp2a,1,1,1
aldob_ptbp3,1,1,1
aldob_myclb,1,1,1
aldob_arrdc3a,1,1,1
aldob_basp1,1,1,1
aldob_pnp5a,1,1,1
aldob_gne,1,1,1
