Gene,DifferentiatingProgenitors_44hpf,DorsalProgenitors_24hpf,Epidermis,FloorPlate,GlialCells,HeadMesenchymeAndEpidermis,HindbrainNeurons,ImmatureNeurons,Mesendoderm_16hpf_24hpf,NeuralCrest_16hpf,NeuralCrest_24hpf_44hpf,OticAndCranialGanglia,OticVesicle,PharyngealArches,Progenitors_16hpf,Vasculature,VMP_24hpf
phkg2,0.017123288,0.045602606,0.046728972,0.114754098,0.023529412,0.073529412,0.004909984,0.002735978,0.087640449,0.059633028,0.058091286,0.025641026,0.108333333,0.06462585,0.046723647,0.035714286,0.06231454
si:ch73-81k8.2,0.001141553,0.008143322,0.018691589,0.180327869,0.001960784,0.005882353,0.003273322,0,0.006741573,0,0.004149378,0.003205128,0.0375,0.010204082,0.005698006,0,0
rnf40,0.110730594,0.24267101,0.168224299,0.180327869,0.087254902,0.147058824,0.124386252,0.073871409,0.325842697,0.419724771,0.18879668,0.185897436,0.3125,0.353741497,0.402849003,0.428571429,0.265578635
AL732488.1,0,0,0.028037383,0.016393443,0.000980392,0.005882353,0,0,0.011235955,0,0,0.003205128,0,0.010204082,0.002849003,0.035714286,0.00148368
znf646,0.070776256,0.11237785,0.168224299,0.131147541,0.064705882,0.073529412,0.065466448,0.047879617,0.164044944,0.199541284,0.078838174,0.115384615,0.2,0.12244898,0.176068376,0.285714286,0.115727003
znf668,0.012557078,0.011400651,0.018691589,0,0.023529412,0.023529412,0.004909984,0.006839945,0.029213483,0.048165138,0.01659751,0.012820513,0.029166667,0.023809524,0.03019943,0.035714286,0.019287834
si:rp71-1c10.10,0.00456621,0.006514658,0,0,0.000980392,0.005882353,0,0,0.004494382,0.006880734,0.006224066,0.003205128,0.0125,0.010204082,0.005128205,0.071428571,0.005934718
si:rp71-1c10.11,0.001141553,0,0.056074766,0,0.000980392,0.002941176,0.001636661,0.001367989,0,0,0,0.003205128,0.029166667,0.003401361,0.000569801,0,0
CD37,0.001141553,0,0,0,0,0,0.008183306,0,0,0,0,0.016025641,0.029166667,0.003401361,0.002279202,0.035714286,0
si:rp71-1c10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valopb,0,0,0,0,0,0,0.001636661,0,0,0,0,0,0,0,0,0,0
gabrz,0,0,0,0,0,0,0.001636661,0,0,0,0,0.003205128,0,0,0,0,0
CT573003.1,0,0.001628664,0,0.016393443,0,0,0,0.001367989,0,0.009174312,0,0,0,0,0.002849003,0,0
adgra1a,0.002283105,0.001628664,0,0,0.002941176,0,0.045826514,0.006839945,0.004494382,0,0.002074689,0.022435897,0.004166667,0.003401361,0.000569801,0,0
si:ch211-214e3.5,0.00456621,0.068403909,0.056074766,0.032786885,0.024509804,0.023529412,0.008183306,0,0.08988764,0.075688073,0.024896266,0.022435897,0.075,0.047619048,0.09002849,0.107142857,0.044510386
mxtx2,0,0.001628664,0,0,0,0,0.001636661,0,0,0,0,0,0,0,0,0,0.00148368
bms1,0.026255708,0.294788274,0.224299065,0.147540984,0.062745098,0.176470588,0.045826514,0.020519836,0.557303371,0.768348624,0.329875519,0.221153846,0.408333333,0.506802721,0.614814815,0.178571429,0.268545994
sh2d4bb,0,0,0,0,0,0.002941176,0,0,0,0,0.002074689,0.038461538,0.016666667,0,0.001709402,0,0
BX072570.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nrg3b,0.006849315,0.006514658,0,0,0.002941176,0,0.022913257,0.005471956,0,0,0,0.009615385,0.004166667,0.003401361,0.001709402,0,0
gfra1b,0,0.001628664,0,0,0,0,0.006546645,0,0,0.002293578,0,0.016025641,0,0,0,0,0
atrnl1b,0.079908676,0.078175896,0.028037383,0.081967213,0.08627451,0.1,0.114566285,0.071135431,0.107865169,0.075688073,0.064315353,0.105769231,0.154166667,0.132653061,0.094586895,0.107142857,0.09495549
trub1,0.005707763,0.061889251,0.074766355,0.016393443,0.012745098,0.029411765,0.006546645,0.001367989,0.116853933,0.172018349,0.062240664,0.025641026,0.058333333,0.095238095,0.133333333,0,0.035608309
ablim1b,0.014840183,0.021172638,0.037383178,0.049180328,0.014705882,0.026470588,0.026186579,0.009575923,0.128089888,0.043577982,0.010373444,0.038461538,0.1,0.017006803,0.02962963,0.035714286,0.019287834
afap1l2,0.002283105,0.003257329,0.065420561,0.081967213,0.026470588,0.038235294,0.001636661,0,0.015730337,0.027522936,0.008298755,0,0.0375,0.010204082,0.020512821,0,0.008902077
KBTBD13 (1 of many),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vwa2,0,0,0.009345794,0,0,0,0,0,0.006741573,0.002293578,0,0,0.020833333,0.003401361,0.005128205,0,0.00148368
tdrd1,0,0,0.018691589,0,0.000980392,0,0,0,0,0.004587156,0.002074689,0.003205128,0.0125,0,0.002279202,0,0
ERGIC2 (1 of many),0,0,0.261682243,0,0.000980392,0,0,0,0,0,0,0,0.029166667,0,0.000569801,0,0
ccdc186,0.046803653,0.037459283,0.168224299,0.147540984,0.034313725,0.026470588,0.093289689,0.042407661,0.02247191,0.03440367,0.029045643,0.041666667,0.154166667,0.044217687,0.033618234,0,0.035608309
CR932360.2,0.002283105,0,0.009345794,0,0,0.002941176,0.009819967,0,0.004494382,0.016055046,0,0,0.0125,0.006802721,0.006267806,0,0
CR932360.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
adrb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003401361,0.000569801,0,0
zgc:153920,0,0,0.009345794,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
nhlrc2,0.003424658,0.011400651,0.046728972,0.06557377,0.007843137,0.017647059,0.006546645,0,0.060674157,0.082568807,0.018672199,0.009615385,0.045833333,0.057823129,0.044444444,0.071428571,0.011869436
dclre1a,0.00913242,0.037459283,0.037383178,0.032786885,0.010784314,0.020588235,0.006546645,0.001367989,0.069662921,0.084862385,0.03526971,0.032051282,0.058333333,0.054421769,0.099145299,0.071428571,0.047477745
plekhs1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zgc:158404,0,0,0,0,0,0,0,0,0.002247191,0,0,0,0.004166667,0,0,0,0
si:ch211-28p3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-28p3.4,0,0,0,0,0,0,0,0,0,0.002293578,0,0.003205128,0,0,0,0,0
casp7,0,0.001628664,0.046728972,0,0,0.038235294,0.003273322,0,0.141573034,0,0.004149378,0,0.05,0.006802721,0.001709402,0,0.002967359
nrap,0.00456621,0.021172638,0,0,0.002941176,0.008823529,0,0,0.013483146,0.002293578,0.010373444,0.009615385,0.0125,0.003401361,0.001139601,0,0.016320475
CR381684.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thbs2b,0,0,0,0,0,0.020588235,0,0,0.042696629,0,0.006224066,0,0.004166667,0,0,0.035714286,0
kcnk1a,0,0,0.018691589,0,0,0,0,0,0.002247191,0,0,0,0,0,0,0,0
slc35f3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entpd1,0.002283105,0.01465798,0,0.032786885,0.016666667,0.105882353,0.001636661,0.001367989,0.080898876,0.013761468,0.047717842,0.352564103,0.166666667,0.027210884,0.061538462,0.178571429,0.008902077
aldh18a1,0.011415525,0.03257329,0.018691589,0,0.019607843,0.064705882,0.014729951,0.004103967,0.013483146,0.013761468,0.033195021,0.009615385,0.091666667,0.030612245,0.007977208,0,0.048961424
crygmx,0,0,0,0,0.000980392,0,0,0,0,0.002293578,0,0,0,0,0.042165242,0,0
crygmxl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR751608.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003401361,0,0,0
tcf7l2,0.010273973,0.006514658,0.093457944,0.06557377,0.05,0.073529412,0.003273322,0.009575923,0.184269663,0.139908257,0.087136929,0.048076923,0.104166667,0.139455782,0.09002849,0.107142857,0.112759644
vti1a,0.003424658,0.011400651,0,0.032786885,0.003921569,0.011764706,0.006546645,0.004103967,0.011235955,0.004587156,0.008298755,0.022435897,0.008333333,0.020408163,0.011396011,0,0.011869436
zdhhc6,0.01826484,0.03257329,0.186915888,0.049180328,0.008823529,0.038235294,0.083469722,0.024623803,0.06741573,0.084862385,0.041493776,0.060897436,0.125,0.06122449,0.044444444,0.142857143,0.035608309
acsl5,0,0,0,0,0.000980392,0,0,0,0.008988764,0.01146789,0.002074689,0.003205128,0.008333333,0.003401361,0.003988604,0,0.00148368
gucy2g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tectb,0,0.001628664,0,0,0,0,0,0.001367989,0,0.002293578,0,0.067307692,0.054166667,0.003401361,0,0,0
gpam,0.003424658,0.003257329,0,0,0.009803922,0.002941176,0.019639935,0,0.004494382,0.002293578,0,0.012820513,0.0125,0.006802721,0.004558405,0,0.002967359
si:ch73-205h11.1,0,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0,0,0,0
CR352342.1,0,0.001628664,0,0,0,0.002941176,0,0,0,0,0,0,0.004166667,0,0,0,0
cpn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpn1.1,0.006849315,0.008143322,0.018691589,0.06557377,0.005882353,0.458823529,0.006546645,0.001367989,0.258426966,0.089449541,0.147302905,0.022435897,0.0625,0.027210884,0.013105413,0.428571429,0.010385757
dnmbp,0.050228311,0.472312704,0.401869159,0.426229508,0.258823529,0.070588235,0.016366612,0.004103967,0.186516854,0.240825688,0.101659751,0.044871795,0.370833333,0.180272109,0.197150997,0.214285714,0.459940653
habp2,0.00456621,0.004885993,0.009345794,0,0.007843137,0.002941176,0.001636661,0.006839945,0,0.004587156,0.006224066,0.012820513,0,0,0.001709402,0,0.007418398
srsf2a,0.603881279,0.96742671,0.663551402,0.721311475,0.650980392,0.814705882,0.590834697,0.508891929,0.939325843,0.981651376,0.815352697,0.705128205,0.879166667,0.945578231,0.979487179,0.928571429,0.942136499
RNF157,0.002283105,0.001628664,0,0,0.002941176,0,0.009819967,0.010943912,0.002247191,0.004587156,0,0.006410256,0,0,0.002279202,0,0.002967359
si:dkey-49c17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lrrc59,0.035388128,0.273615635,0.401869159,0.606557377,0.12254902,0.455882353,0.045826514,0.01504788,0.694382022,0.639908257,0.371369295,0.185897436,0.629166667,0.527210884,0.511111111,0.464285714,0.289317507
nat9,0.067351598,0.218241042,0.224299065,0.213114754,0.118627451,0.194117647,0.237315876,0.068399453,0.343820225,0.401376147,0.149377593,0.166666667,0.2375,0.258503401,0.373789174,0.392857143,0.170623145
CR450698.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grin2cb,0,0,0,0,0,0,0.003273322,0,0,0,0,0,0,0,0,0,0
rab40b,0.020547945,0.011400651,0,0,0.009803922,0.041176471,0.104746318,0.010943912,0.031460674,0.020642202,0.029045643,0.057692308,0.025,0.013605442,0.014814815,0.071428571,0.014836795
cox11,0.012557078,0.057003257,0.037383178,0.016393443,0.021568627,0.029411765,0.018003273,0,0.035955056,0.052752294,0.045643154,0.041666667,0.079166667,0.034013605,0.033618234,0.178571429,0.053412463
stxbp4,0,0,0,0,0,0,0,0,0,0.006880734,0,0,0,0,0,0,0
hlfb,0,0.001628664,0.009345794,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
si:ch73-256g18.2,0,0.017915309,0,0,0.003921569,0.014705882,0.001636661,0,0.006741573,0.004587156,0.002074689,0,0,0,0.013105413,0,0.007418398
FO704741.1,0,0.029315961,0,0,0.004901961,0.276470588,0.003273322,0,0.112359551,0,0.020746888,0,0.004166667,0.003401361,0.014814815,0,0.005934718
si:ch211-277e21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-277e21.2,0,0,0,0,0,0,0,0,0,0,0.002074689,0,0,0,0,0,0
nog3,0.003424658,0.022801303,0,0.032786885,0.017647059,0.017647059,0.016366612,0.004103967,0.013483146,0.016055046,0.006224066,0,0.008333333,0.010204082,0.002849003,0,0.022255193
CT573006.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enpp7.1,0,0,0.009345794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enpp7.2,0,0,0,0,0,0,0,0,0,0,0,0.003205128,0,0,0,0,0.00148368
CT573006.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rbfox3a,0.074200913,0.043973941,0.018691589,0,0.024509804,0.067647059,0.530278232,0.363885089,0.035955056,0.013761468,0.029045643,0.272435897,0.045833333,0.020408163,0.023361823,0,0.017804154
c1qtnf1,0,0,0,0,0,0.002941176,0,0,0,0,0,0,0,0,0,0,0
csnk1db,0.173515982,0.182410423,0.420560748,0.31147541,0.156862745,0.302941176,0.276595745,0.184678523,0.440449438,0.481651376,0.280082988,0.259615385,0.5125,0.387755102,0.37037037,0.535714286,0.192878338
slc16a3,0,0.001628664,0.009345794,0.016393443,0.000980392,0.002941176,0.111292962,0.009575923,0.017977528,0.002293578,0.006224066,0.051282051,0.008333333,0.010204082,0.003988604,0,0
ccdc57,0.002283105,0.035830619,0,0.032786885,0.010784314,0.017647059,0.004909984,0.006839945,0.017977528,0.027522936,0.024896266,0.025641026,0.045833333,0.037414966,0.022792023,0,0.022255193
fasn,0.005707763,0.001628664,0.046728972,0,0,0.011764706,0.055646481,0.008207934,0.004494382,0.009174312,0.010373444,0.022435897,0.054166667,0.003401361,0.006837607,0,0.007418398
zgc:91940,0.02739726,0.058631922,0.121495327,0.016393443,0.02254902,0.079411765,0.047463175,0.020519836,0.186516854,0.233944954,0.082987552,0.102564103,0.170833333,0.142857143,0.117948718,0.178571429,0.044510386
narf,0.02283105,0.057003257,0.037383178,0.098360656,0.024509804,0.032352941,0.022913257,0.01504788,0.094382022,0.073394495,0.045643154,0.051282051,0.079166667,0.074829932,0.08034188,0.035714286,0.048961424
slc9a3r1,0.001141553,0.037459283,0.130841121,0.31147541,0.004901961,0.076470588,0.004909984,0.001367989,0.152808989,0.305045872,0.041493776,0.025641026,0.2625,0.119047619,0.156125356,0.178571429,0.023738872
mbtd1,0.092465753,0.159609121,0.121495327,0.114754098,0.103921569,0.094117647,0.127659574,0.039671683,0.179775281,0.201834862,0.112033195,0.125,0.208333333,0.227891156,0.17037037,0.071428571,0.169139466
tdrkh,0.012557078,0.027687296,0,0.016393443,0.010784314,0.011764706,0.075286416,0.013679891,0.069662921,0.151376147,0.037344398,0.044871795,0.033333333,0.047619048,0.074074074,0.035714286,0.026706231
CR405682.1,0,0,0.009345794,0,0,0,0,0,0,0.002293578,0,0,0,0,0,0,0
tmem94,0.042237443,0.053745928,0.074766355,0.213114754,0.045098039,0.064705882,0.137479542,0.035567715,0.13258427,0.172018349,0.056016598,0.099358974,0.15,0.108843537,0.138461538,0.142857143,0.035608309
myo15b,0,0,0,0,0.000980392,0,0,0,0.002247191,0,0,0,0.004166667,0,0.001139601,0,0
llgl2,0.01826484,0.068403909,0.429906542,0.196721311,0.03627451,0.023529412,0.014729951,0.006839945,0.06741573,0.082568807,0.026970954,0.028846154,0.370833333,0.166666667,0.123076923,0.357142857,0.074183976
galk1,0.001141553,0.003257329,0.056074766,0.032786885,0.002941176,0.002941176,0.001636661,0,0,0.004587156,0.006224066,0.006410256,0.020833333,0.020408163,0.003418803,0.035714286,0.005934718
peo1,0.003424658,0.063517915,0,0.016393443,0.009803922,0.023529412,0.003273322,0.004103967,0.092134831,0.139908257,0.045643154,0.03525641,0.0875,0.078231293,0.149287749,0.071428571,0.057863501
mrpl43,0.012557078,0.164495114,0.168224299,0.049180328,0.012745098,0.082352941,0.062193126,0.019151847,0.305617978,0.385321101,0.153526971,0.115384615,0.229166667,0.261904762,0.374928775,0.178571429,0.160237389
sema4gb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfsd13a,0.02739726,0.040716612,0.140186916,0.163934426,0.031372549,0.05,0.022913257,0.009575923,0.053932584,0.100917431,0.039419087,0.048076923,0.104166667,0.088435374,0.086039886,0.035714286,0.053412463
trim8b,0.061643836,0.071661238,0.140186916,0.147540984,0.057843137,0.097058824,0.12111293,0.11627907,0.123595506,0.05733945,0.082987552,0.102564103,0.1875,0.105442177,0.093447293,0.214285714,0.065281899
arl3,0.076484018,0.206840391,0.046728972,0.327868852,0.093137255,0.164705882,0.126022913,0.077975376,0.265168539,0.243119266,0.141078838,0.157051282,0.258333333,0.244897959,0.265527066,0.107142857,0.206231454
sfxn2,0.012557078,0.14495114,0.186915888,0.098360656,0.041176471,0.152941176,0.026186579,0.009575923,0.188764045,0.21559633,0.17219917,0.076923077,0.2625,0.18707483,0.141310541,0.142857143,0.163204748
timp2a,0,0.022801303,0.028037383,0.147540984,0.004901961,0.129411765,0.076923077,0.008207934,0.060674157,0.020642202,0.047717842,0.025641026,0.120833333,0.044217687,0.013675214,0.178571429,0.029673591
cyth1b,0.033105023,0.107491857,0.065420561,0.295081967,0.076470588,0.085294118,0.098199673,0.020519836,0.204494382,0.676605505,0.118257261,0.227564103,0.229166667,0.244897959,0.197150997,0.142857143,0.118694362
pgs1,0.015981735,0.040716612,0.028037383,0.016393443,0.019607843,0.038235294,0.036006547,0.012311902,0.06741573,0.080275229,0.041493776,0.025641026,0.070833333,0.054421769,0.062108262,0.035714286,0.056379822
socs3b,0.0456621,0.066775244,0.158878505,0.180327869,0.078431373,0.358823529,0.044189853,0.010943912,0.314606742,0.392201835,0.170124481,0.112179487,0.241666667,0.217687075,0.207977208,0.071428571,0.065281899
tha1,0.005707763,0.019543974,0.028037383,0.049180328,0.003921569,0.023529412,0.004909984,0.005471956,0.031460674,0.055045872,0.01659751,0.016025641,0.020833333,0.023809524,0.028490028,0,0.017804154
tmem235,0,0.001628664,0,0,0,0,0,0,0.002247191,0,0,0,0,0,0.000569801,0,0
birc5a,0.089041096,0.309446254,0.196261682,0.196721311,0.110784314,0.2,0.011456628,0.005471956,0.411235955,0.403669725,0.195020747,0.073717949,0.408333333,0.353741497,0.453561254,0.357142857,0.283382789
fscn2b,0.00456621,0.008143322,0.028037383,0,0.001960784,0.014705882,0.003273322,0.002735978,0.013483146,0.018348624,0.004149378,0.076923077,0.033333333,0.010204082,0.009116809,0,0.004451039
CR932362.1,0,0.003257329,0,0.016393443,0.001960784,0,0.001636661,0,0.006741573,0.004587156,0,0,0,0,0.007977208,0.035714286,0.004451039
bahcc1b,0.235159817,0.324104235,0.242990654,0.229508197,0.146078431,0.261764706,0.235679214,0.218878249,0.431460674,0.399082569,0.315352697,0.298076923,0.470833333,0.469387755,0.242165242,0.214285714,0.231454006
si:dkey-21c1.8,0.059360731,0.17752443,0.037383178,0.114754098,0.058823529,0.061764706,0.026186579,0.046511628,0.161797753,0.288990826,0.074688797,0.099358974,0.15,0.153061224,0.275783476,0.035714286,0.15578635
slc38a10,0.011415525,0.094462541,0.158878505,0.278688525,0.030392157,0.176470588,0.021276596,0.008207934,0.152808989,0.190366972,0.12033195,0.067307692,0.2875,0.18707483,0.124786325,0.214285714,0.097922849
NDUFAF8,0.021689498,0.100977199,0.14953271,0.081967213,0.03627451,0.061764706,0.068739771,0.030095759,0.303370787,0.502293578,0.097510373,0.086538462,0.141666667,0.170068027,0.38005698,0.178571429,0.075667656
enthd2,0,0,0,0,0,0,0.003273322,0,0,0,0,0,0,0,0,0,0.002967359
si:dkey-21c1.1,0.010273973,0.029315961,0.018691589,0.032786885,0.014705882,0.035294118,0.029459902,0.002735978,0.051685393,0.050458716,0.01659751,0.025641026,0.0625,0.037414966,0.056410256,0,0.038575668
si:dkey-21c1.4,0.001141553,0.008143322,0,0,0,0.002941176,0,0,0.015730337,0.020642202,0.008298755,0,0.004166667,0.010204082,0.010826211,0,0.00148368
gltscr1l,0.003424658,0.004885993,0,0.016393443,0.002941176,0.008823529,0.006546645,0.002735978,0.024719101,0.013761468,0.002074689,0.003205128,0.008333333,0.010204082,0.023931624,0,0.011869436
tbcc,0.055936073,0.037459283,0.037383178,0.098360656,0.025490196,0.032352941,0.065466448,0.061559508,0.101123596,0.098623853,0.037344398,0.080128205,0.0625,0.06122449,0.118518519,0.107142857,0.028189911
prph2a,0.001141553,0,0,0,0,0,0,0,0.002247191,0,0,0.003205128,0,0,0.002279202,0,0
qki2,0.014840183,0.167752443,0.056074766,0.426229508,0.108823529,0.029411765,0.003273322,0.004103967,0.148314607,0.208715596,0.03526971,0.009615385,0.045833333,0.047619048,0.315099715,0.178571429,0.163204748
timm23a,0.051369863,0.312703583,0.252336449,0.262295082,0.123529412,0.2,0.091653028,0.035567715,0.456179775,0.635321101,0.211618257,0.179487179,0.495833333,0.442176871,0.645014245,0.214285714,0.289317507
zgc:112285,0.001141553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0.00148368
syt15,0,0.004885993,0,0,0,0,0,0,0,0,0,0,0,0,0.004558405,0,0.00148368
si:dkey-21e13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-127m5.2,0.0456621,0.161237785,0.065420561,0.163934426,0.056862745,0.067647059,0.062193126,0.042407661,0.238202247,0.256880734,0.06846473,0.067307692,0.183333333,0.210884354,0.291737892,0.142857143,0.167655786
si:ch73-127m5.1,0,0,0,0,0,0,0.001636661,0,0,0,0.002074689,0,0,0,0,0,0
AL935194.1,0.003424658,0.021172638,0,0,0.002941176,0.008823529,0.011456628,0.002735978,0.006741573,0.016055046,0.012448133,0.003205128,0.016666667,0.017006803,0.005698006,0,0.004451039
camk2g1,0.077625571,0.122149837,0.289719626,0.163934426,0.083333333,0.141176471,0.399345336,0.150478796,0.204494382,0.123853211,0.114107884,0.246794872,0.404166667,0.227891156,0.137321937,0.392857143,0.135014837
CU469493.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sec24c,0.052511416,0.123778502,0.224299065,0.098360656,0.044117647,0.073529412,0.076923077,0.024623803,0.159550562,0.158256881,0.099585062,0.076923077,0.208333333,0.149659864,0.155555556,0.178571429,0.109792285
chmp6b,0.006849315,0.006514658,0.028037383,0.049180328,0.005882353,0.029411765,0.01309329,0.004103967,0.049438202,0.068807339,0.022821577,0.009615385,0.041666667,0.027210884,0.038746439,0.035714286,0.011869436
kcnj2a,0,0,0,0.016393443,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
kcnj16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galr2a,0,0,0,0,0,0,0.001636661,0,0,0,0,0,0,0,0,0,0
si:ch211-250n8.1,0,0,0,0,0,0,0.001636661,0,0,0,0,0,0,0,0,0,0
unk,0.003424658,0.009771987,0.018691589,0,0.004901961,0.002941176,0.008183306,0.009575923,0.006741573,0.018348624,0.006224066,0.003205128,0.029166667,0.013605442,0.013105413,0,0.008902077
unc13d,0,0,0,0.049180328,0,0,0,0,0,0,0,0,0.004166667,0,0,0,0
fbxw10,0,0,0,0.032786885,0,0.002941176,0,0,0,0,0,0,0,0,0.000569801,0,0
baiap2b,0.003424658,0.034201954,0.018691589,0.016393443,0.003921569,0,0.026186579,0.002735978,0.031460674,0.032110092,0.006224066,0.016025641,0.016666667,0.010204082,0.059259259,0,0.023738872
aatkb,0.00456621,0.001628664,0.028037383,0,0.002941176,0.002941176,0.157119476,0.062927497,0,0.020642202,0.004149378,0.003205128,0.0125,0.010204082,0.001709402,0.035714286,0.004451039
st6galnac,0.006849315,0.04723127,0.196261682,0.213114754,0.048039216,0.073529412,0.001636661,0,0.168539326,0.181192661,0.109958506,0.022435897,0.179166667,0.027210884,0.078632479,0.285714286,0.102373887
cep131,0.319634703,0.403908795,0.112149533,0.540983607,0.35,0.111764706,0.063829787,0.025991792,0.258426966,0.098623853,0.122406639,0.195512821,0.175,0.183673469,0.277492877,0.214285714,0.356083086
rnf213b,0.002283105,0,0,0,0.000980392,0,0,0,0.002247191,0,0,0,0.004166667,0,0,0,0.00148368
dnai2a,0,0,0,0,0,0,0,0,0,0,0,0.003205128,0.004166667,0,0,0,0.00148368
si:dkey-113d16.9,0.005707763,0.009771987,0,0,0.010784314,0.067647059,0.003273322,0.001367989,0.008988764,0.004587156,0.014522822,0.009615385,0.008333333,0,0.003418803,0.071428571,0.008902077
nploc4,0.035388128,0.091205212,0.112149533,0.06557377,0.051960784,0.058823529,0.058919804,0.020519836,0.11011236,0.137614679,0.070539419,0.080128205,0.15,0.091836735,0.116809117,0.035714286,0.074183976
pde6g,0,0.004885993,0,0,0.002941176,0,0.001636661,0,0.002247191,0.002293578,0.004149378,0.003205128,0.004166667,0.003401361,0.005128205,0,0.002967359
oxld1,0.001141553,0.006514658,0.009345794,0,0.001960784,0.005882353,0.016366612,0.001367989,0.017977528,0.018348624,0.002074689,0.012820513,0.0125,0.034013605,0.015384615,0.035714286,0.004451039
gprc5c,0,0,0.009345794,0,0.001960784,0,0,0,0.002247191,0.006880734,0,0,0.016666667,0.013605442,0.001709402,0,0
AL954682.2,0,0,0,0,0,0,0,0,0,0.002293578,0,0,0.004166667,0.003401361,0.000569801,0,0.00148368
gpr142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btbd17a,0,0,0,0.016393443,0,0,0.003273322,0,0,0,0.002074689,0,0,0.006802721,0.000569801,0,0
map2k6,0.116438356,0.298045603,0.205607477,0.131147541,0.218627451,0.138235294,0.135842881,0.076607387,0.31011236,0.458715596,0.2406639,0.150641026,0.345833333,0.329931973,0.436467236,0.25,0.412462908
si:ch211-216b21.2,0,0.004885993,0,0.016393443,0.009803922,0.008823529,0.001636661,0,0,0.004587156,0.004149378,0,0,0.006802721,0.017094017,0,0.022255193
CR749163.1,0,0,0,0,0,0,0.001636661,0,0,0,0,0,0,0,0,0,0
cox10,0.054794521,0.203583062,0.121495327,0.081967213,0.065686275,0.097058824,0.088379705,0.032831737,0.274157303,0.270642202,0.130705394,0.125,0.258333333,0.183673469,0.286609687,0.142857143,0.207715134
hs3st3b1b,0.063926941,0.100977199,0.074766355,0.016393443,0.100980392,0.029411765,0.034369885,0.060191518,0.193258427,0.091743119,0.060165975,0.019230769,0.083333333,0.068027211,0.319088319,0,0.259643917
CR456627.1,0.002283105,0.011400651,0.018691589,0.032786885,0.004901961,0.002941176,0,0,0.02247191,0.009174312,0.010373444,0.012820513,0.0375,0.006802721,0.028490028,0,0.008902077
pmp22b,0,0.003257329,0.112149533,0.491803279,0.003921569,0.220588235,0.014729951,0.005471956,0.274157303,0.071100917,0.03526971,0.006410256,0.354166667,0.081632653,0.017663818,0.214285714,0.010385757
tekt3,0,0,0,0,0,0,0,0,0.002247191,0,0,0,0.004166667,0,0,0,0
si:ch211-152f22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdc42ep4b,0.066210046,0.03257329,0.23364486,0,0.08627451,0.076470588,0.016366612,0.013679891,0.04494382,0.013761468,0.099585062,0.153846154,0.125,0.027210884,0.006267806,0,0.035608309
sdk2b,0.030821918,0.027687296,0.009345794,0.032786885,0.032352941,0.023529412,0.024549918,0.019151847,0.013483146,0.174311927,0.010373444,0.038461538,0.016666667,0.003401361,0.020512821,0,0.017804154
CABZ01046949.1,0.007990868,0.004885993,0,0,0.011764706,0.002941176,0.011456628,0.002735978,0.008988764,0.002293578,0.006224066,0.003205128,0.008333333,0.003401361,0.001139601,0,0.00148368
BX927300.1,0.015981735,0.04723127,0.093457944,0.032786885,0.030392157,0.052941176,0.036006547,0.027359781,0.060674157,0.077981651,0.053941909,0.03525641,0.1,0.074829932,0.067806268,0.142857143,0.050445104
si:dkey-1f1.3,0,0,0,0,0,0,0,0,0.006741573,0.002293578,0,0,0,0,0.002849003,0,0
