Gene,Amacrine,Bipolar,Cone,Cornea,Horizontal,Muller Glia,RGC,Rod,RPE,Microglia
ncoa3,0.056074766,0.028061224,0.093657575,0.121820616,0.026508972,0.049382716,0.091053048,0.027334852,0.083832335,0.1
BX296530.1,0.000322269,0,0,0,0,0,0,0,0,0
CU207354.1,0.000644538,0.000201396,0.000985869,0.010709505,0,0.01399177,0.001583531,0,0.002994012,0.005882353
id1,0.039639059,0.03108217,0.065724614,0.455153949,0.031810767,0.417283951,0.060965954,0.034168565,0.077844311,0.135294118
pfkfb2b,0.012890751,0.006511815,0.04173513,0.004016064,0.000815661,0.004115226,0.01821061,0.006833713,0.013473054,0
phtf1,0.022558814,0.010204082,0.058494906,0.06291834,0.019168026,0.067489712,0.040380048,0.013667426,0.074850299,0.123529412
CU207354.2,0.002255881,0.000537057,0.006243838,0.002677376,0.001631321,0.006584362,0.001583531,0.002277904,0.008982036,0.011764706
magi1b,0.295198195,0.106203008,0.14985212,0.087014726,0.060766721,0.141563786,0.493269992,0.0523918,0.131736527,0.047058824
rhol,0.021592008,0.015440387,0.041077884,0.005354752,0.009380098,0.014814815,0.014251781,0.498861048,0.01497006,0
adamts9,0.001933613,0.005169173,0.0042721,0.06291834,0.001631321,0.012345679,0.006334125,0.002277904,0.122754491,0
prickle2b,0.058330648,0.002752417,0.044035491,0.029451138,0.000815661,0.013168724,0.040380048,0.006833713,0.002994012,0.017647059
slc2a9l1,0,0,0,0,0,0,0,0,0,0
psmd6,0.088623912,0.043031686,0.126519882,0.120481928,0.054241436,0.130041152,0.171021378,0.031890661,0.23502994,0.229411765
atxn7,0.04995166,0.026517186,0.062438383,0.0562249,0.051794454,0.055967078,0.096595408,0.059225513,0.079341317,0.058823529
thoc7,0.019980664,0.012083781,0.045349984,0.054886212,0.018760196,0.038683128,0.058590657,0.009111617,0.107784431,0.076470588
ENSDARG00000037587,0.320012891,0.02094522,0.011173184,0.014725569,0.015089723,0.067489712,0.08709422,0.041002278,0.02994012,0.011764706
namptb,0.05510796,0.032424812,0.04502136,0.020080321,0.099510604,0.027983539,0.079176564,0.018223235,0.086826347,0.047058824
cadpsa,0.166935224,0.206834049,0.051922445,0.032128514,0.418433931,0.075720165,0.11797308,0.091116173,0.064371257,0.041176471
C11H3orf14,0.001289075,0.001879699,0.058823529,0.012048193,0.001631321,0.009876543,0.003167063,0.002277904,0.01497006,0.005882353
BX276115.1,0,0.000201396,0,0,0,0,0,0,0,0
fezf2,0.071221399,0.150845865,0.044692737,0.029451138,0.050978793,0.065843621,0.053048298,0.066059226,0.065868263,0.029411765
ogfrl2,0.000322269,0.000268528,0,0.016064257,0,0,0,0,0.031437126,0.094117647
cdh4,0.174991943,0.01268797,0.012159054,0.00669344,0.009380098,0.124279835,0.258115598,0.018223235,0.013473054,0.011764706
taf4a,0.01579117,0.015843179,0.034176799,0.012048193,0.014681892,0.020576132,0.028503563,0.018223235,0.028443114,0.029411765
CABZ01008730.1,0,0,0,0.004016064,0,0,0,0,0,0.011764706
CABZ01008739.1,0.000322269,0.000201396,0.001314492,0,0,0,0.000791766,0,0,0
slc6a14,0,0,0,0,0,0,0,0,0,0
fmoda,0.000322269,0.000537057,0.000985869,0.401606426,0.001631321,0.000823045,0.000791766,0,0,0.005882353
zgc:113307,0.000644538,0.001006982,0,0.081659973,0,0,0,0,0.001497006,0
prelp,0,0,0,0.038821954,0,0,0,0,0,0
il19l,0,6.71E-05,0,0,0,0,0,0,0,0
mapkapk2a,0.098291976,0.042897422,0.175813342,0.192771084,0.025693312,0.191769547,0.174980206,0.0523918,0.221556886,0.435294118
BX321912.1,0.000644538,6.71E-05,0,0,0.00040783,0,0,0,0,0
dyrk3,0.050273928,0.041420516,0.089056852,0.06291834,0.040375204,0.113580247,0.060965954,0.091116173,0.079341317,0.076470588
RASSF5,0.100870126,0.008055854,0.065067368,0.021419009,0.007748777,0.020576132,0.129057799,0.013667426,0.004491018,0.105882353
ikbke,0,0.000201396,0,0.009370817,0.000815661,0.006584362,0.000791766,0.002277904,0.053892216,0.152941176
srgap2,0.012890751,0.007518797,0.019060138,0.199464525,0.012642741,0.089711934,0.07442597,0.009111617,0.031437126,0.476470588
FAM72B,0.056074766,0.027658432,0.067696352,0.021419009,0.064437194,0.027983539,0.082343626,0.047835991,0.073353293,0.035294118
foxp4,0.042861747,0.011613856,0.023332238,0.46184739,0.019168026,0.060082305,0.045922407,0.018223235,0.321856287,0.023529412
MDFI,0.001289075,0.000335661,0.000328623,0.156626506,0,0.002469136,0.002375297,0,0.151197605,0
tfeb,0.002255881,0.002819549,0.007558331,0.012048193,0.004486134,0.005761317,0.003167063,0,0.097305389,0.147058824
tmem183a,0.05768611,0.023227712,0.083798883,0.030789826,0.022838499,0.033744856,0.089469517,0.013667426,0.056886228,0.052941176
ppfia4,0.4540767,0.135808271,0.048307591,0.03480589,0.08319739,0.134979424,0.619952494,0.093394077,0.116766467,0
myog,0.001289075,0.000201396,0,0,0.00040783,0,0.001583531,0.002277904,0,0
si:ch211-86h15.1,0.040605865,0.017387218,0.039763391,0.022757697,0.025693312,0.027160494,0.057798892,0.029612756,0.023952096,0.029411765
mdm4,0.150821785,0.060888829,0.089056852,0.116465863,0.141109299,0.116049383,0.204275534,0.038724374,0.112275449,0.088235294
atp2b4,0.165001611,0.038131042,0.042720999,0.218206158,0.652120718,0.174485597,0.242280285,0.045558087,0.208083832,0.382352941
optc,0,0,0.003286231,0,0,0,0,0,0,0
csf1a,0,0.000402793,0.000328623,0.010709505,0.000815661,0,0,0,0,0
BX571675.2,0,0,0,0,0,0,0,0,0.001497006,0
kiss1,0.000644538,0.000134264,0,0.004016064,0.00040783,0,0.001583531,0,0.002994012,0
golt1a,0,0,0,0,0,0,0,0,0.001497006,0
plekha6,0.187238157,0.128423738,0.159053566,0.101740295,0.101957586,0.376954733,0.268408551,0.08428246,0.452095808,0.041176471
BX571675.1,0.010312601,0.002081096,0.000328623,0.002677376,0.001223491,0.004938272,0.011084719,0.004555809,0,0
si:ch73-21d24.1,0,0,0,0,0,0,0,0,0,0
pik3c2b,0.029326458,0.022959184,0.022674992,0.02811245,0.017128874,0.09382716,0.068091845,0.004555809,0.047904192,0.052941176
LO016980.1,0,0,0,0,0.00040783,0.001646091,0,0,0,0
nfasca,0.211730583,0.079148765,0.173512981,0.044176707,0.05995106,0.781069959,0.296912114,0.056947608,0.070359281,0.064705882
CR354444.1,0.001611344,0.000805585,0.000985869,0.001338688,0.000815661,0.002469136,0.004750594,0.002277904,0.001497006,0
cntn2,0.013857557,0.001409774,0.002628985,0.002677376,0.004486134,0.004115226,0.150435471,0.002277904,0.001497006,0
chia.1,0.000966806,6.71E-05,0,0,0,0.001646091,0.015835313,0,0,0
chia.2,0.003222688,0.000402793,0.000328623,0,0,0.000823045,0.024544735,0,0,0
ovgp1,0,0,0,0,0,0,0,0,0,0
zc3h11a,0.156944892,0.120770677,0.329280315,0.192771084,0.152528548,0.206584362,0.227236738,0.148063781,0.393712575,0.358823529
maf1,0.099258782,0.050349087,0.05027933,0.068273092,0.129282219,0.055967078,0.131433096,0.041002278,0.055389222,0.117647059
trib3,0.030937802,0.0091971,0.085770621,0.257028112,0.016313214,0.295473251,0.110847189,0.002277904,0.330838323,0.305882353
CU571319.1,0.000644538,0,0,0,0,0,0,0,0,0
sox12,0.062842411,0.110969388,0.048636214,0.017402945,0.068923328,0.027983539,0.110055424,0.059225513,0.038922156,0.029411765
pnp4a,0.005800838,0.006444683,0.009201446,0.024096386,0.009787928,0.01399177,0.006334125,0.004555809,0.444610778,0.005882353
si:dkey-76p14.2,0.000644538,0,0,0.004016064,0.00040783,0.004115226,0.000791766,0,0.00748503,0
rem1,0.009023526,0.00349087,0.006243838,0.021419009,0.203507341,0.013168724,0.007125891,0.006833713,0.011976048,0.005882353
rbm39a,0.487270383,0.352107948,0.423595136,0.384203481,0.449836868,0.41563786,0.578780681,0.287015945,0.332335329,0.405882353
si:ch211-15p9.2,0.000644538,0.000335661,0.000985869,0,0.001223491,0.000823045,0.001583531,0,0,0
nfs1,0.07863358,0.054645542,0.164311535,0.112449799,0.073817292,0.106995885,0.112430721,0.041002278,0.258982036,0.111764706
dvl1b,0.019658395,0.005504834,0.001314492,0.001338688,0.021207178,0.004938272,0.015043547,0.004555809,0,0
mxra8a,0.001289075,0.004162191,0.002628985,0.105756359,0.000815661,0.001646091,0.000791766,0,0.001497006,0.005882353
plekhg5a,0.006767644,0.004632116,0.26552744,0.072289157,0.004486134,0.009876543,0.01821061,0.018223235,0.01497006,0.029411765
BX072564.1,0.004511763,0.000537057,0.000328623,0.004016064,0.00040783,0.001646091,0.003167063,0.002277904,0.00748503,0
syt6b,0.048018047,0.002013963,0.000985869,0.00669344,0.003262643,0.007407407,0.022961203,0.006833713,0.002994012,0
olfml3b,0.001289075,0.000268528,0,0.180722892,0,0,0,0,0.002994012,0.005882353
inavab,0.000644538,0.000671321,0.002957608,0.022757697,0.001631321,0.007407407,0,0,0.062874251,0.011764706
rnpep,0.003867225,0.000402793,0.002628985,0,0.000815661,0.003292181,0,0.002277904,0.026946108,0.005882353
cyb5r1,0.01836932,0.008055854,0.019060138,0.029451138,0.01223491,0.017283951,0.052256532,0,0.032934132,0.052941176
adipor1a,0.183048663,0.118353921,0.221491949,0.103078983,0.138662316,0.183539095,0.221694378,0.072892938,0.226047904,0.123529412
rabif,0.069287786,0.02188507,0.105488005,0.046854083,0.043637847,0.098765432,0.096595408,0.025056948,0.161676647,0.082352941
CR628365.1,0.0051563,0.001946831,0.002957608,0.001338688,0.004486134,0.004115226,0.008709422,0,0,0
kdm5ba,0.136964228,0.084049409,0.164640158,0.109772423,0.141109299,0.18436214,0.212984956,0.070615034,0.194610778,0.211764706
ipo9,0.021914277,0.00953276,0.023660861,0.014725569,0.010603589,0.024691358,0.041171813,0.002277904,0.047904192,0.047058824
shisa4,0.062520142,0.011009667,0.041406507,0.014725569,0.004893964,0.032098765,0.096595408,0.006833713,0.00748503,0.005882353
lmod1b,0.002255881,0.001544039,0.000985869,0.016064257,0.00040783,0.000823045,0.003958828,0.004555809,0.002994012,0
timm17a,0.206896552,0.152658432,0.368057838,0.242302544,0.193719413,0.269958848,0.264449723,0.082004556,0.338323353,0.317647059
sulf2a,0.000966806,0.000402793,0.000985869,0.001338688,0.00040783,0.001646091,0.055423595,0,0.001497006,0
zgc:92107,0.005478569,0.004027927,0.045678607,0.093708166,0.099510604,0.098765432,0.010292953,0.059225513,0.077844311,0.047058824
phf20a,0.011601676,0.002752417,0.035491291,0.008032129,0.005709625,0.036213992,0.034837688,0.009111617,0.004491018,0.035294118
ndrg3a,0.269094425,0.219723416,0.105488005,0.120481928,0.183115824,0.185185185,0.441805226,0.113895216,0.127245509,0.158823529
si:ch211-25d12.7,0.001933613,0.000537057,0.000328623,0.001338688,0.00040783,0,0.003167063,0,0,0
trpc4apa,0.082500806,0.035714286,0.094314821,0.078982597,0.055464927,0.074074074,0.110055424,0.045558087,0.133233533,0.141176471
myh7ba,0.001611344,0.000201396,0,0.004016064,0,0.000823045,0.001583531,0,0,0
snai1a,0.000644538,0.000268528,0.000985869,0.068273092,0.000815661,0.000823045,0.000791766,0.002277904,0.002994012,0
tp53inp2,0.067676442,0.033230397,0.019717384,0.084337349,0.026916803,0.037860082,0.13618369,0.018223235,0.023952096,0.052941176
cyldb,0.001289075,0.00443072,0.001314492,0.002677376,0.002039152,0.001646091,0.007125891,0,0.002994012,0.005882353
top1l,0.087657106,0.055786788,0.191258626,0.128514056,0.03548124,0.155555556,0.153602534,0.038724374,0.266467066,0.394117647
si:ch211-232b12.5,0.010634869,0.011345328,0.012159054,0.025435074,0.004486134,0.079835391,0.04354711,0,0.011976048,0.017647059
fam83d,0.000644538,0.002483888,0.001314492,0.004016064,0.001223491,0.004938272,0.000791766,0.002277904,0.001497006,0
CR932000.1,0.004834032,0.002148228,0.000985869,0.001338688,0.003262643,0.004115226,0.007125891,0,0,0.011764706
mafbb,0.007412182,0.000738453,0.000657246,0.012048193,0.00040783,0.004115226,0.010292953,0.002277904,0.00748503,0.552941176
adnpa,0.080244924,0.03806391,0.04502136,0.053547523,0.052610114,0.054320988,0.122723674,0.027334852,0.080838323,0.105882353
gata1a,0,0,0,0,0,0.000823045,0,0,0,0
si:dkey-13a21.4,0.004511763,0.003625134,0.001314492,0.001338688,0.002854812,0.002469136,0.005542359,0.002277904,0.001497006,0
hcfc1a,0.091524331,0.050483351,0.070982583,0.104417671,0.063213703,0.108641975,0.141726049,0.054669704,0.080838323,0.129411765
opn1sw2,0.024170158,0.029336735,0.183371673,0.025435074,0.043230016,0.047736626,0.026920032,0.063781321,0.05239521,0.058823529
CT573282.1,0.012246213,0.010338346,0.372001314,0.018741633,0.008156607,0.009876543,0.011876485,0.011389522,0.011976048,0.023529412
opn1lw1,0,0.000268528,0.014459415,0,0.00040783,0,0,0,0,0.005882353
opn1lw2,0.071865936,0.069414608,0.526454157,0.109772423,0.077895595,0.088065844,0.068091845,0.059225513,0.118263473,0.058823529
gnl3l,0.048340316,0.027994092,0.070325337,0.116465863,0.044045677,0.065843621,0.070467142,0.041002278,0.077844311,0.088235294
tfe3b,0.007734451,0.004699248,0.009858692,0.012048193,0.017128874,0.011522634,0.008709422,0.002277904,0.019461078,0.023529412
si:dkey-245f22.3,0,0,0.000328623,0,0.00040783,0,0,0,0,0
cxxc1b,0.050273928,0.02537594,0.05356556,0.050870147,0.04730832,0.041975309,0.078384798,0.013667426,0.055389222,0.017647059
mbd1b,0.151144054,0.071092911,0.105159382,0.073627845,0.096247961,0.106995885,0.212193191,0.061503417,0.110778443,0.105882353
ccdc120,0.017724782,0.006847476,0.012487677,0.013386881,0.001631321,0.016460905,0.031670625,0.063781321,0.019461078,0.005882353
comtb,0.0051563,0.001678303,0.010515938,0.001338688,0.002039152,0.04691358,0.003167063,0.036446469,0.170658683,0.005882353
grm6b,0.265549468,0.128088077,0.034505422,0.029451138,0.031402936,0.074074074,0.16152019,0.070615034,0.24251497,0.011764706
otud5b,0.125362552,0.058673469,0.112060467,0.074966533,0.112153344,0.108641975,0.189231987,0.022779043,0.172155689,0.135294118
mon1bb,0.007734451,0.004296455,0.0170884,0.00669344,0.007340946,0.008230453,0.016627078,0.004555809,0.038922156,0.023529412
brpf3a,0.055430229,0.026114393,0.046993099,0.013386881,0.032218597,0.042798354,0.087885986,0.038724374,0.023952096,0
si:dkey-183j2.10,0.002255881,0.000402793,0.000985869,0,0,0,0.003958828,0.002277904,0,0.005882353
plch2b,0.004189494,0.003088077,0.066710483,0.002677376,0.002854812,0.001646091,0.006334125,0.186788155,0.004491018,0
skib,0.065098292,0.187097207,0.263227079,0.149933066,0.080750408,0.067489712,0.073634204,0.193621868,0.146706587,0.023529412
tmem51b,0.000644538,0,0,0.002677376,0.00040783,0.000823045,0,0,0.002994012,0
kaznb,0.020302933,0.008525779,0.007558331,0.127175368,0.085236542,0.035390947,0.026128266,0.004555809,0.019461078,0.011764706
prdm2b,0.061553335,0.033834586,0.059480776,0.045515395,0.042006525,0.06090535,0.11797308,0.025056948,0.068862275,0.058823529
foxj3,0.108604576,0.080357143,0.116989813,0.080321285,0.063213703,0.140740741,0.193982581,0.107061503,0.170658683,0.111764706
ppcs,0.006123107,0.00255102,0.02464673,0.018741633,0.004486134,0.013168724,0.006334125,0.002277904,0.028443114,0.023529412
utp3,0.055752498,0.031686359,0.068024975,0.21686747,0.033034258,0.074897119,0.089469517,0.020501139,0.107784431,0.270588235
cpne1,0.109249114,0.066125134,0.098258298,0.239625167,0.084828711,0.297119342,0.140934283,0.034168565,0.332335329,0.288235294
rbm12,0.026103771,0.011613856,0.021689123,0.016064257,0.010603589,0.019753086,0.034837688,0.01594533,0.031437126,0.035294118
fer1l4,0.000644538,0.001141246,0.001643115,0.001338688,0.001223491,0.002469136,0.001583531,0,0,0
unm-sa1614,0.167579762,0.024704619,0.0213605,0.018741633,0.293637847,0.043621399,0.168646081,0.027334852,0.017964072,0.323529412
st3gal8,0,0.000469925,0.000328623,0.068273092,0,0.006584362,0.001583531,0,0.05239521,0.058823529
dynlrb1,0.225910409,0.067669173,0.20341768,0.147255689,0.133768352,0.237860082,0.331749802,0.045558087,0.318862275,0.288235294
map1lc3a,0.192716726,0.09962406,0.159710812,0.218206158,0.216150082,0.157201646,0.290577989,0.059225513,0.372754491,0.094117647
efcc1,0.00257815,0.000738453,0.004929346,0.065595716,0.00040783,0.018106996,0.022169438,0.002277904,0.02994012,0
si:dkey-57n24.6,0.000644538,0.000201396,0.001643115,0.002677376,0.000815661,0.002469136,0.002375297,0,0.00748503,0
acad9,0.044150822,0.007854458,0.079526783,0.029451138,0.01182708,0.060082305,0.068091845,0.025056948,0.130239521,0.1
iqsec1b,0.277795682,0.256444683,0.469602366,0.390896921,0.117455139,0.204115226,0.245447348,0.239179954,0.368263473,0.058823529
CR847934.1,0.000322269,0.000805585,0.005586592,0.005354752,0.00040783,0.000823045,0.000791766,0,0.004491018,0
hdac11,0.018691589,0.00604189,0.006572461,0.002677376,0.005709625,0.011522634,0.013460016,0.009111617,0.011976048,0.011764706
fbln2,0.002900419,0.001208378,0.001643115,0.061579652,0.001631321,0.003292181,0.004750594,0,0.218562874,0.023529412
wnt7aa,0.000644538,0.000335661,0.000328623,0.002677376,0.00040783,0.002469136,0.000791766,0,0.001497006,0
CR548622.3,0.00257815,0.001409774,0.002628985,0,0.006117455,0.006584362,0.003958828,0.002277904,0.005988024,0.005882353
dre-let-7a-1,0.000322269,0,0.000328623,0,0.00040783,0,0.000791766,0,0,0
ptpdc1a,0.017402514,0.013762084,0.07065396,0.016064257,0.014274062,0.017283951,0.032462391,0.018223235,0.019461078,0.017647059
CR548622.2,0.001611344,0.000671321,0.005915215,0,0.002446982,0.000823045,0.004750594,0,0,0
barx1,0.000322269,0,0.000328623,0.014725569,0,0.001646091,0,0,0.001497006,0
CR931782.1,0,6.71E-05,0.000657246,0,0,0,0,0,0,0
CR931782.2,0.00257815,0.001678303,0.001643115,0,0.001631321,0.000823045,0.003958828,0,0.001497006,0
phf2,0.232033516,0.123925886,0.163982912,0.15394913,0.129690049,0.153909465,0.30482977,0.091116173,0.152694611,0.123529412
fam120a,0.061553335,0.023563373,0.036477161,0.144578313,0.057096248,0.108641975,0.127474268,0.025056948,0.161676647,0.264705882
BX601648.2,0.003222688,0.001141246,0.001314492,0.001338688,0.002446982,0.003292181,0.003167063,0.002277904,0.001497006,0
cass4,0,0,0,0.001338688,0,0.000823045,0,0,0,0.094117647
BX601648.1,0.000322269,0,0,0,0,0,0,0,0,0
cstf1,0.039639059,0.017655747,0.031547815,0.033467202,0.018760196,0.027983539,0.069675376,0.01594533,0.065868263,0.082352941
eif4g3a,0.088301644,0.028396885,0.060138022,0.042838019,0.045269168,0.064197531,0.121140143,0.034168565,0.127245509,0.011764706
ece1,0,0.000537057,0.000328623,0.0562249,0,0.004938272,0,0,0.005988024,0.147058824
alpl,0.040605865,0.028464017,0.04173513,0.309236948,0.011011419,0.282304527,0.021377672,0.296127563,0.016467066,0.017647059
si:ch211-220m17.4,0.000322269,0.001342642,0.000657246,0,0.00040783,0,0,0,0,0
BX248318.1,0.002255881,0.001879699,0.000657246,0,0.00040783,0.000823045,0.001583531,0,0,0
nmur3,0.007412182,0.027188507,0.006572461,0.005354752,0.005709625,0.005761317,0.001583531,0.006833713,0.004491018,0
lactbl1b,0.048984853,0.251544039,0.153466973,0.044176707,0.065660685,0.070781893,0.049881235,0.066059226,0.077844311,0.023529412
ephb2b,0.145987754,0.04632116,0.081498521,0.032128514,0.081158238,0.306995885,0.190023753,0.034168565,0.133233533,0.005882353
CR450786.1,0,0.000134264,0.000328623,0,0,0,0.000791766,0,0,0
lrrc38b,0.064453754,0.093246509,0.014788038,0.033467202,0.038336052,0.025514403,0.027711797,0.029612756,0.038922156,0
BX649345.2,0,0.000268528,0,0,0.00040783,0,0,0.002277904,0,0
BX649345.1,0,0,0,0,0,0,0.000791766,0,0,0
dhrs3b,0.125362552,0.033431794,0.01610253,0.06961178,0.015089723,0.073251029,0.070467142,0.018223235,0.278443114,0
aadacl4,0.000322269,0.001342642,0.000985869,0,0.000815661,0,0,0,0.001497006,0
si:ch211-226m7.4,0.000322269,0.000738453,0,0,0,0,0.000791766,0.002277904,0,0
klhdc7a,0.002255881,0.006511815,0.002628985,0.002677376,0.005301794,0.002469136,0.006334125,0.002277904,0.013473054,0
igsf21a,0.138897841,0.352175081,0.07919816,0.057563588,0.271207178,0.111934156,0.186064925,0.13667426,0.305389222,0.035294118
BX537130.1,0.000644538,0.000201396,0.000657246,0,0.005709625,0.001646091,0,0,0,0.005882353
arhgef10la,0.012568482,0.003155209,0.090699967,0.050870147,0.002446982,0.227160494,0.03087886,0.022779043,0.049401198,0.011764706
wu:fi42e03,0.000644538,6.71E-05,0.002957608,0,0,0.004115226,0.000791766,0,0.001497006,0
chd5,0.009345794,0.000604189,0.001314492,0.012048193,0.00040783,0,0.015043547,0,0.016467066,0
rpl22,0.744763132,0.603719119,0.803812028,0.981258367,0.743882545,0.885596708,0.809184481,0.567198178,0.817365269,0.964705882
nr0b1,0.012246213,0.000335661,0.001314492,0.009370817,0.001223491,0.007407407,0.011084719,0,0,0
si:ch211-218g23.6,0.000322269,0.000134264,0.000328623,0,0.00040783,0.000823045,0,0,0.001497006,0
plekha3,0.066065098,0.031619227,0.11567532,0.113788487,0.162316476,0.051028807,0.118764846,0.0523918,0.106287425,0.247058824
rpgrb,0.082500806,0.038668099,0.245810056,0.037483266,0.046900489,0.04526749,0.125098971,0.189066059,0.049401198,0.023529412
dynlt3,0.16532388,0.049207841,0.138678935,0.159303882,0.474306688,0.176131687,0.246239113,0.0523918,0.241017964,0.288235294
