Gene,Amacrine,Bipolar,Cone,Cornea,Horizontal,Muller Glia,RGC,Rod,RPE,Microglia
nrn1b,0.001611344,0.002081096,0.001971738,0.001338688,0.000815661,0.007407407,0.040380048,0,0.019461078,0.035294118
rreb1b,0.001611344,0.001208378,0.014788038,0.061579652,0.003262643,0.105349794,0.003958828,0.011389522,0.109281437,0.088235294
riok1,0.082823074,0.048805048,0.12849162,0.157965194,0.064029364,0.100411523,0.124307205,0.070615034,0.137724551,0.188235294
nebl,0.004511763,6.71E-05,0,0.021419009,0.002446982,0,0.003958828,0,0.001497006,0
pip4k2ab,0.147276829,0.080290011,0.067039106,0.024096386,0.067699837,0.061728395,0.133016627,0.072892938,0.032934132,0.023529412
bmi1b,0.037383178,0.009935553,0.0085442,0.029451138,0.024877651,0.036213992,0.050673001,0.011389522,0.017964072,0.017647059
dnajc1,0.150821785,0.061761547,0.087413736,0.149933066,0.152528548,0.13744856,0.186064925,0.059225513,0.291916168,0.294117647
si:dkey-29d8.3,0.000644538,0.000134264,0.002628985,0.008032129,0.004078303,0.006584362,0.003167063,0,0.019461078,0
BX927413.1,0,0,0,0,0,0,0,0,0,0.076470588
vipr1a,0.003544956,0,0,0.004016064,0.00040783,0.000823045,0.000791766,0,0,0
zbtb47a,0.000966806,0.000201396,0,0.001338688,0,0,0.001583531,0,0,0
klhl40a,0,0,0,0,0,0,0,0,0,0
hhatla,0.009023526,0.003759398,0.007886954,0.005354752,0.21411093,0.009876543,0.004750594,0.006833713,0.001497006,0.011764706
ctdsplb,0.077666774,0.045112782,0.052908314,0.137884873,0.121941272,0.084773663,0.102929533,0.027334852,0.080838323,0.058823529
dre-mir-26a-2,0.000644538,0.000268528,0.000328623,0,0.003670473,0,0.000791766,0,0,0
plcd1b,0.000966806,0.001006982,0.001314492,0.024096386,0.00040783,0.004115226,0.001583531,0.002277904,0.002994012,0.011764706
afg3l2,0.045117628,0.021213749,0.130791982,0.03480589,0.024469821,0.039506173,0.093428345,0.043280182,0.191616766,0.052941176
inhbab,0.003222688,0.001141246,0.014459415,0.005354752,0.002039152,0.110288066,0.008709422,0.004555809,0.004491018,0.005882353
mplkip,0.039639059,0.01523899,0.046335853,0.046854083,0.021207178,0.033744856,0.050673001,0.009111617,0.056886228,0.052941176
ralab,0.048662585,0.024771751,0.093000329,0.113788487,0.038743883,0.125925926,0.066508314,0.020501139,0.115269461,0.170588235
C2H7orf25,0.018691589,0.007988722,0.058166283,0.009370817,0.01223491,0.047736626,0.0253365,0.009111617,0.080838323,0.111764706
fbxl7,0.001289075,0.001611171,0.001971738,0.088353414,0.001223491,0.011522634,0.000791766,0.002277904,0.071856287,0
chd7,0.223976797,0.064111171,0.401577391,0.208835341,0.211256117,0.264197531,0.330958036,0.234624146,0.226047904,0.388235294
rab2a,0.48565904,0.238117615,0.325336839,0.424364123,0.26182708,0.412345679,0.618368963,0.141230068,0.471556886,0.541176471
ca8,0.001289075,0.000402793,0.001971738,0.017402945,0,0.003292181,0.001583531,0,0.002994012,0.011764706
tox,0.350950693,0.13513695,0.107788367,0.152610442,0.304241436,0.516872428,0.418052257,0.066059226,0.065868263,0.082352941
cyp7a1,0.001611344,0.000268528,0.001314492,0,0.000815661,0.000823045,0,0,0.010479042,0
fam110b,0.053496616,0.043837272,0.085441998,0.030789826,0.039559543,0.051028807,0.04908947,0.029612756,0.142215569,0.005882353
selenof,0.107960039,0.048805048,0.176799211,0.161981258,0.07096248,0.234567901,0.157561362,0.047835991,0.273952096,0.494117647
hs2st1a,0.010957138,0.007451665,0.014130792,0.017402945,0.010603589,0.028806584,0.024544735,0.011389522,0.03742515,0.035294118
zgc:56628,0.001611344,0.00093985,0.052251068,0.010709505,0.005709625,0.056790123,0.005542359,0.01594533,0.002994012,0.011764706
pkn2,0.000322269,0.000604189,0.010187315,0.03480589,0.00040783,0.037860082,0.003958828,0.054669704,0.004491018,0
gtf2b,0.053818885,0.023899033,0.091685836,0.085676037,0.0362969,0.055144033,0.072050673,0.027334852,0.133233533,0.252941176
lrrc8da,0.000644538,0.000537057,0.000328623,0.03480589,0,0.000823045,0,0,0,0.235294118
znf644a,0.075733161,0.039607948,0.045349984,0.049531459,0.042414356,0.069958848,0.119556611,0.043280182,0.031437126,0.029411765
hfm1,0.001289075,0.000201396,0.005586592,0.001338688,0.001223491,0.000823045,0.002375297,0.002277904,0.001497006,0
FQ377628.1,0,0,0.000657246,0.001338688,0,0.000823045,0,0,0,0
cldn18,0.000322269,0,0.000328623,0,0,0,0,0,0,0
2-Sep,0.076377699,0.015037594,0.072297075,0.200803213,0.014681892,0.122633745,0.077593032,0.020501139,0.218562874,0.4
stk25b,0.120206252,0.047529538,0.172198488,0.058902276,0.04771615,0.094650206,0.129057799,0.029612756,0.103293413,0.047058824
bokb,0.004189494,0.004229323,0.181399934,0.009370817,0.004078303,0.007407407,0.007917656,0.020501139,0.00748503,0.011764706
thap4,0.065420561,0.038735231,0.15313835,0.026773762,0.087275693,0.097119342,0.109263658,0.025056948,0.094311377,0.1
zgc:161973,0.002900419,0.002349624,0.19487348,0.00669344,0.002854812,0.003292181,0.005542359,0.011389522,0.004491018,0
agxtb,0,6.71E-05,0.001314492,0,0,0,0.000791766,0,0,0
kif1ab,0.272639381,0.089688507,0.034834045,0.018741633,0.156199021,0.083950617,0.398258116,0.059225513,0.02994012,0.011764706
espnlb,0.001289075,0.000805585,0,0,0.000815661,0,0.001583531,0.002277904,0,0
rab6bb,0.085078956,0.017320086,0.066710483,0.030789826,0.055872757,0.128395062,0.438638163,0.01594533,0.02994012,0.023529412
aire,0.000966806,0.000134264,0.001643115,0.005354752,0,0,0.003167063,0,0,0
amotl2b,0.010312601,0.002819549,0.005586592,0.135207497,0.073409462,0.039506173,0.007125891,0,0.19011976,0.017647059
myo7bb,0.001289075,0.000537057,0.001314492,0.002677376,0.024877651,0.001646091,0.003167063,0,0.001497006,0.005882353
sap130b,0.014502095,0.006377551,0.007886954,0.008032129,0.017128874,0.008230453,0.01821061,0.006833713,0.028443114,0.017647059
mllt1b,0.022558814,0.008391515,0.017745646,0.010709505,0.008564437,0.020576132,0.039588282,0.011389522,0.01497006,0.017647059
znf414,0.000644538,0.00093985,0.000657246,0.001338688,0.001631321,0.004115226,0.001583531,0,0,0.005882353
mknk2a,0.38059942,0.4742884,0.440354913,0.165997323,0.400897227,0.438683128,0.346793349,0.544419134,0.25,0.117647059
csnk1g2a,0.086368031,0.062298604,0.140322051,0.099062918,0.098287113,0.095473251,0.140934283,0.06833713,0.149700599,0.088235294
mfsd12a,0.009990332,0.004900644,0.015116661,0.022757697,0.008156607,0.009876543,0.019002375,0.009111617,0.035928144,0.111764706
BX548024.2,0,0,0.000328623,0.001338688,0,0,0,0,0,0
prrx1a,0.000322269,0.000402793,0.001314492,0.262382865,0,0,0.000791766,0,0.011976048,0
kifap3b,0.108282307,0.051020408,0.081169898,0.045515395,0.051794454,0.077366255,0.200316706,0.038724374,0.068862275,0.017647059
niban1b,0.000966806,0.000402793,0.000657246,0.008032129,0.00040783,0.000823045,0.002375297,0,0,0.088235294
rnf2,0.134386078,0.085392052,0.113046336,0.120481928,0.121533442,0.134156379,0.189231987,0.043280182,0.137724551,0.164705882
ivns1abpb,0.168546568,0.075590763,0.05455143,0.074966533,0.126427406,0.224691358,0.273159145,0.029612756,0.187125749,0.323529412
si:dkey-58b18.8,0,0,0,0,0,0,0,0,0,0
rpp40,0.001933613,0.000738453,0.005586592,0.017402945,0.001631321,0.010699588,0.002375297,0,0.016467066,0.011764706
cdyl,0.017080245,0.014970462,0.044035491,0.06961178,0.019983687,0.059259259,0.04354711,0.01594533,0.061377246,0.058823529
oxsr1a,0.126329359,0.042897422,0.112060467,0.108433735,0.052610114,0.161316872,0.262866192,0.031890661,0.27994012,0.370588235
slc22a13a,0.000322269,6.71E-05,0.000328623,0,0,0,0,0,0,0.041176471
xirp1,0.001611344,0.001611171,0.02037463,0.004016064,0.002446982,0.235390947,0.006334125,0.002277904,0.010479042,0
csrnp1a,0.014824364,0.003960795,0.009201446,0.054886212,0.019168026,0.036213992,0.031670625,0.004555809,0.094311377,0.041176471
gorasp1a,0.053818885,0.042158969,0.147223135,0.03480589,0.02365416,0.04691358,0.079176564,0.043280182,0.146706587,0.052941176
si:dkey-24c2.9,0,0.000201396,0.000328623,0.00669344,0,0.000823045,0.001583531,0.002277904,0.002994012,0.011764706
tgfbr1a,0.017080245,0.003625134,0.012487677,0.024096386,0.002039152,0.110288066,0.022169438,0.004555809,0.074850299,0.064705882
col15a1b,0.013535288,0.013157895,0.120276043,0.029451138,0.009380098,0.733333333,0.03087886,0.013667426,0.043413174,0.005882353
slc12a7a,0.005800838,0.00093985,0.021031876,0.046854083,0.001223491,0.022222222,0.006334125,0.004555809,0.115269461,0.182352941
CR788285.1,0,6.71E-05,0,0,0,0,0,0,0,0
kcnh2a,0.002255881,0.011613856,0.002628985,0,0.009787928,0.004115226,0.006334125,0,0.004491018,0
map4l,0.584917821,0.602712137,0.217548472,0.174029451,0.482055465,0.751440329,0.730007918,0.246013667,0.215568862,0.170588235
myh7,0.009668063,0.006377551,0.001643115,0.001338688,0.003262643,0.004115226,0.011084719,0.006833713,0.001497006,0
myh7l,0.001289075,0.000738453,0.000328623,0,0.001631321,0,0.003167063,0,0.001497006,0
fitm1l,0.001289075,0.000469925,0,0,0,0.000823045,0.002375297,0,0,0
trnau1apb,0.186593619,0.130840494,0.216891226,0.250334672,0.183931485,0.214814815,0.2304038,0.116173121,0.19760479,0.235294118
mrpl34,0.105381888,0.048335124,0.176141965,0.15394913,0.043637847,0.105349794,0.160728424,0.031890661,0.236526946,0.294117647
ano8a,0.024170158,0.038533835,0.008215577,0.009370817,0.01182708,0.022222222,0.079176564,0.025056948,0.01497006,0.005882353
CR384062.1,0.000322269,0.001678303,0,0,0,0,0.001583531,0,0,0
pimr68,0,0,0,0,0,0,0,0,0,0
plvapa,0.000322269,0.000268528,0.000328623,0.014725569,0,0,0.003167063,0,0.001497006,0
nr2f6a,0.062842411,0.033700322,0.049622083,0.076305221,0.027324633,0.051028807,0.09976247,0.018223235,0.125748503,0.117647059
zgc:154006,0.002255881,0.000201396,0,0,0,0,0.003958828,0.002277904,0.001497006,0
si:dkey-208k22.6,0.009345794,0.001208378,0.001314492,0.002677376,0.001223491,0.000823045,0.024544735,0.006833713,0.010479042,0
kcnn1a,0.165001611,0.01711869,0.020046007,0.017402945,0.013050571,0.041152263,0.294536817,0.013667426,0.01497006,0.005882353
BX530024.1,0,6.71E-05,0.004929346,0.001338688,0,0.000823045,0.001583531,0,0,0
insl3,0.001611344,0.001611171,0.087413736,0.004016064,0.001223491,0.001646091,0.003167063,0,0.005988024,0
si:rp71-39b20.4,0.015146632,0.012419441,0.592836017,0.016064257,0.01141925,0.009053498,0.013460016,0.027334852,0.02245509,0.017647059
rps28,0.713503062,0.637620838,0.796253697,0.974564926,0.707177814,0.86090535,0.832145685,0.571753986,0.820359281,0.958823529
angptl4,0.265227199,0.077269066,0.441998028,0.578313253,0.099918434,0.396707819,0.146476643,0.066059226,0.390718563,0.335294118
cnn2,0.007412182,0.005639098,0.025632599,0.352074967,0.006117455,0.172016461,0.01266825,0.004555809,0.341317365,0.452941176
crsp7,0.07605543,0.050214823,0.098915544,0.080321285,0.050570962,0.051851852,0.09976247,0.020501139,0.142215569,0.076470588
crtc1a,0.118594908,0.109693878,0.029247453,0.038821954,0.076264274,0.056790123,0.125890736,0.041002278,0.055389222,0.029411765
mast3a,0.047051241,0.00349087,0.012159054,0.012048193,0.061174551,0.026337449,0.022169438,0.006833713,0.00748503,0.029411765
pik3r2,0.094102481,0.011882385,0.048636214,0.172690763,0.016313214,0.376954733,0.064924782,0.009111617,0.378742515,0.176470588
ifi30,0.053496616,0.004229323,0.006243838,0.06291834,0.014274062,0.017283951,0.029295329,0,0.031437126,0.458823529
mpv17l2,0.019336126,0.01268797,0.084127506,0.022757697,0.010603589,0.018930041,0.060965954,0.006833713,0.133233533,0.117647059
pde4ca,0.043184015,0.007183136,0.013144923,0.009370817,0.185970636,0.017283951,0.106888361,0.006833713,0.004491018,0.005882353
rab3aa,0.11021592,0.049744898,0.250410779,0.02811245,0.080342577,0.039506173,0.178147268,0.08428246,0.035928144,0.017647059
si:dkey-149i17.7,0,0,0,0,0,0,0,0,0,0
gyg1a,0.064776023,0.027389903,0.054222806,0.115127175,0.077895595,0.060082305,0.102137767,0.027334852,0.118263473,0.129411765
hltf,0.047695778,0.020810956,0.021689123,0.010709505,0.021615008,0.02962963,0.064133017,0.009111617,0.061377246,0
nck1a,0.002255881,0.001006982,0.004929346,0.157965194,0.038743883,0.04691358,0.003167063,0,0.05988024,0.429411765
slc35g2a,0.243635192,0.019602578,0.013144923,0.004016064,0.017944535,0.036213992,0.300870942,0.020501139,0.010479042,0.011764706
stag1a,0.10763777,0.062231472,0.071311206,0.104417671,0.060358891,0.127572016,0.145684877,0.056947608,0.067365269,0.052941176
pccb,0.03931679,0.020810956,0.055208676,0.077643909,0.027324633,0.04691358,0.035629454,0.020501139,0.079341317,0.064705882
msl2a,0.030293265,0.018528464,0.03319093,0.025435074,0.032626427,0.033744856,0.047505938,0.013667426,0.046407186,0.029411765
CR786576.1,0,0.000268528,0.000328623,0,0,0,0.001583531,0,0,0
nceh1a,0,6.71E-05,0,0,0.00040783,0.000823045,0.001583531,0,0.001497006,0
ppp2r3a,0.011279407,0.004564984,0.061452514,0.029451138,0.002854812,0.035390947,0.01266825,0.013667426,0.011976048,0
fndc3ba,0.002255881,0.000872718,0.002300361,0.107095047,0.002446982,0.022222222,0.011084719,0,0.098802395,0.052941176
pld1a,0.000322269,0.000134264,0.000985869,0.082998661,0,0.012345679,0.000791766,0.002277904,0.017964072,0
tnika,0.163067999,0.088412997,0.106145251,0.03480589,0.072185971,0.077366255,0.23594616,0.056947608,0.241017964,0.135294118
CR392026.2,0.001611344,0.000537057,0.000657246,0,0,0.000823045,0.001583531,0,0,0
slc2a2,0,0.000537057,0.000657246,0.001338688,0.001223491,0.000823045,0.002375297,0,0.001497006,0
eif5a2,0.097325169,0.069078947,0.168912258,0.354752343,0.08278956,0.244444444,0.185273159,0.036446469,0.395209581,0.558823529
slc7a14a,0.106670964,0.053907089,0.014459415,0.024096386,0.051386623,0.032098765,0.201108472,0.027334852,0.02245509,0
cldn11a,0.025781502,0.007048872,0.001643115,0.15394913,0.003262643,0.006584362,0.036421219,0.004555809,0.005988024,0.005882353
CR392012.2,0.006123107,0.002819549,0.002628985,0.002677376,0.004078303,0.001646091,0.011876485,0.002277904,0.004491018,0
grin3ba,0.001933613,0.000134264,0,0.005354752,0,0,0.002375297,0,0.00748503,0
plppr3a,0.080567193,0.014433405,0.01183043,0.012048193,0.008156607,0.023045267,0.106888361,0.006833713,0.074850299,0.011764706
palm1b,0.278762488,0.050416219,0.036477161,0.077643909,0.183931485,0.101234568,0.316706255,0.045558087,0.047904192,0.023529412
CR788230.1,0.006767644,0.001476907,0.002300361,0.004016064,0.001631321,0.002469136,0.005542359,0,0.00748503,0
ptbp1a,0.005800838,0.003893663,0.032205061,0.156626506,0.010195759,0.104526749,0.011084719,0.01594533,0.291916168,0.394117647
efna2a,0.082500806,0.00349087,0.004929346,0.009370817,0.006933116,0.013168724,0.149643705,0.011389522,0.011976048,0.005882353
CT027702.1,0.003544956,0.001812567,0.008872823,0.005354752,0.004078303,0.007407407,0.003167063,0.002277904,0.005988024,0.035294118
rabggtb,0.077022237,0.053235768,0.08347026,0.065595716,0.088499184,0.081481481,0.147268409,0.029612756,0.115269461,0.052941176
acadm,0.192394457,0.138694952,0.322379231,0.362784471,0.209624796,0.36872428,0.238321457,0.127562642,0.458083832,0.411764706
hectd3,0.038349984,0.018327068,0.048307591,0.041499331,0.029771615,0.037037037,0.076801267,0.018223235,0.079341317,0.135294118
rps8a,0.584917821,0.46891783,0.715083799,0.963855422,0.544045677,0.796707819,0.753760887,0.451025057,0.788922156,0.935294118
BX569796.4,0,0,0,0.001338688,0,0,0,0,0,0
BX569796.1,0.000322269,0.000268528,0.000328623,0,0.00040783,0.000823045,0,0,0.001497006,0.011764706
si:ch211-106k21.5,0,6.71E-05,0.000328623,0.001338688,0,0.000823045,0,0,0,0
glis1a,0,6.71E-05,0,0.005354752,0,0,0,0,0,0
ndc1,0.025781502,0.011278195,0.029904699,0.060240964,0.017128874,0.025514403,0.032462391,0.006833713,0.041916168,0.058823529
zgc:113691,0,0,0.000657246,0,0,0,0.001583531,0,0.002994012,0
yipf1,0.001933613,0.001476907,0.030890569,0.053547523,0.002854812,0.056790123,0.002375297,0.013667426,0.068862275,0.052941176
lrrc42,0.005800838,0.005169173,0.011173184,0.014725569,0.006525285,0.009053498,0.011876485,0.002277904,0.005988024,0.011764706
tmem59,0.343216242,0.106337272,0.277686494,0.163319946,0.209624796,0.212345679,0.34125099,0.118451025,0.323353293,0.441176471
u2surp,0.313245247,0.195488722,0.26552744,0.266398929,0.229200653,0.30617284,0.439429929,0.195899772,0.305389222,0.264705882
ttpa,0.000644538,0.000335661,0.004600723,0.121820616,0.002039152,0.061728395,0.003958828,0,0.026946108,0
asph,0.461488882,0.27443609,0.235294118,0.196787149,0.267128874,0.454320988,0.307996833,0.195899772,0.374251497,0.076470588
BX248497.1,0.018691589,0.009667025,0.012159054,0.001338688,0.006525285,0.013168724,0.034837688,0.011389522,0.00748503,0.005882353
impa1,0.026748308,0.007116004,0.05783766,0.021419009,0.009380098,0.017283951,0.037212985,0.004555809,0.109281437,0.188235294
si:dkey-181m9.8,0.001611344,0.000402793,0.004929346,0.001338688,0.002446982,0.006584362,0.001583531,0,0,0
BX511023.1,0.04737351,0.005303437,0.002300361,0.001338688,0.000815661,0.006584362,0.023752969,0.01594533,0.004491018,0
cdh7a,0.049629391,0.006243287,0.001643115,0.008032129,0.001631321,0.008230453,0.045922407,0,0.00748503,0
BX649522.3,0,0.000134264,0,0,0,0,0,0,0,0
dsela,0.000322269,6.71E-05,0.01610253,0.002677376,0,0,0,0,0.001497006,0.005882353
tmx3a,0.011601676,0.008928571,0.387117976,0.021419009,0.007340946,0.01563786,0.009501188,0.127562642,0.013473054,0.017647059
BX649522.1,0,0.000268528,0.000328623,0,0,0.000823045,0,0,0,0
tesk2,0.062197873,0.049409237,0.213276372,0.058902276,0.198613377,0.063374486,0.033254157,0.056947608,0.086826347,0.052941176
toe1,0.006445375,0.003960795,0.009858692,0.025435074,0.004078303,0.009876543,0.013460016,0.002277904,0.02245509,0.035294118
si:ch73-382f3.1,0.001933613,0.002819549,0.006901084,0.00669344,0.002039152,0.004115226,0.004750594,0.002277904,0.017964072,0.017647059
selenop2,0,0.000134264,0.000328623,0,0,0.000823045,0,0,0,0
elovl8a,0.001611344,0.001476907,0.189286888,0.00669344,0.000815661,0.002469136,0.002375297,0.006833713,0.004491018,0
CU469530.2,0,0,0,0,0,0,0,0,0,0
CU469530.1,0,0.000134264,0,0.001338688,0,0,0,0,0.002994012,0
zswim5,0.234933935,0.155545113,0.196516595,0.222222222,0.159869494,0.236213992,0.37212985,0.323462415,0.261976048,0.241176471
urod,0.004511763,0.002349624,0.012159054,0.004016064,0.000815661,0.007407407,0.003167063,0,0.031437126,0.041176471
lyn,0.000644538,0.000268528,0.000657246,0.00669344,0.000815661,0,0.002375297,0,0.004491018,0.641176471
lyn.1,0.035449565,0.020408163,0.038120276,0.045515395,0.019168026,0.025514403,0.062549485,0.020501139,0.047904192,0.070588235
tmem68,0.019980664,0.004095059,0.010515938,0.00669344,0.005709625,0.008230453,0.022169438,0.002277904,0.032934132,0.041176471
XKR4,0.189171769,0.015373255,0.015445284,0.00669344,0.029363785,0.039506173,0.305621536,0.018223235,0.005988024,0.005882353
FO834800.1,0.002900419,0.00127551,0.010187315,0.004016064,0.008564437,0.005761317,0.010292953,0.006833713,0.00748503,0.011764706
FO834800.2,0.000644538,0.000134264,0.001314492,0.001338688,0.00040783,0,0.000791766,0,0.001497006,0.005882353
buc,0.000322269,0,0,0,0,0.000823045,0,0,0,0
rnf152,0.001933613,6.71E-05,0.003614854,0.001338688,0,0.004115226,0.001583531,0,0.011976048,0.023529412
zgc:163121,0,0,0,0.002677376,0,0,0,0,0,0
mc4r,0,0,0,0,0,0,0,0,0,0
C2H5orf22,0.007734451,0.003692266,0.012159054,0.012048193,0.002854812,0.008230453,0.01821061,0.009111617,0.020958084,0.017647059
CR925777.1,0.000322269,0.000201396,0.000328623,0,0,0.000823045,0,0,0.001497006,0
cdh6,0.178859169,0.126074114,0.06638186,0.050870147,0.193719413,0.070781893,0.120348377,0.061503417,0.342814371,0.017647059
CABZ01068352.1,0,6.71E-05,0,0.001338688,0,0,0,0,0,0
CABZ01056054.1,0,6.71E-05,0,0.001338688,0,0,0,0,0,0.288235294
mmp15b,0.004511763,0.000134264,0.002300361,0.00669344,0,0.005761317,0.007125891,0.002277904,0.004491018,0.017647059
CU693484.1,0.003222688,0.001074114,0.002628985,0.001338688,0.002039152,0.002469136,0.003167063,0.002277904,0.004491018,0
dhcr7,0.023203352,0.011211063,0.0042721,0.036144578,0.015089723,0.010699588,0.023752969,0,0.019461078,0.005882353
nadsyn1.1,0,0.000201396,0.001314492,0.002677376,0,0.000823045,0,0,0.004491018,0
cdh10a,0.070254592,0.004162191,0.002300361,0.00669344,0.001223491,0.009053498,0.03087886,0.009111617,0.001497006,0
cdh12a,0.069932324,0.045179914,0.046993099,0.00669344,0.019983687,0.032921811,0.035629454,0.020501139,0.008982036,0.005882353
cdh18a,0.249113761,0.02316058,0.011501807,0.020080321,0.013050571,0.064197531,0.1797308,0.020501139,0.016467066,0.011764706
cahz,0.138897841,0.034035983,0.117975682,0.022757697,0.022022838,0.637037037,0.072842439,0.013667426,0.03742515,0.023529412
dlgap1a,0.058330648,0.037862513,0.007886954,0.004016064,0.013458401,0.023045267,0.044338876,0.018223235,0.00748503,0
ptf1a,0.003222688,0.001074114,0,0.002677376,0.000815661,0.000823045,0.003958828,0,0,0
AL845362.1,0.002255881,0.000469925,0,0,0.000815661,0.000823045,0.000791766,0,0,0
si:dkey-188g12.1,0.001611344,0.000268528,0.001971738,0.001338688,0,0.000823045,0,0,0,0.005882353
BX511112.1,0.000322269,0,0.000328623,0,0.00040783,0,0,0,0,0
si:ch211-207d6.2,0.10505962,0.006780344,0.112717713,0.026773762,0.007748777,0.02962963,0.045922407,0.006833713,0.01497006,0.011764706
CR855328.1,0.000644538,0,0.000657246,0,0,0,0,0,0,0
paxip1,0.054141154,0.033700322,0.092014459,0.032128514,0.0362969,0.033744856,0.06888361,0.036446469,0.071856287,0.041176471
htr5aa,0,0,0,0,0,0,0.000791766,0,0,0
en2b,0,6.71E-05,0,0.001338688,0,0,0.000791766,0,0,0
cnpy1,0.002255881,0.000201396,0.003286231,0.041499331,0.001631321,0.022222222,0.000791766,0,0.130239521,0.064705882
shhb,0.003867225,0.000335661,0.001643115,0.001338688,0.00040783,0.001646091,0.004750594,0.002277904,0.223053892,0.005882353
dnajb6a,0.204962939,0.102242213,0.179099573,0.109772423,0.174959217,0.130041152,0.262866192,0.109339408,0.167664671,0.164705882
trpa1a,0.011601676,0.002886681,0.006572461,0.008032129,0.01223491,0.009053498,0.011876485,0,0.011976048,0.005882353
kcnb2,0.022881083,0.034707304,0.521196188,0.025435074,0.019983687,0.026337449,0.029295329,0.218678815,0.026946108,0.011764706
rpl7,0.756042539,0.647690655,0.831744988,0.970548862,0.752854812,0.910288066,0.834520982,0.640091116,0.842814371,0.976470588
CT027743.1,0.001611344,0.000805585,0.001643115,0.002677376,0.001223491,0.001646091,0.003167063,0,0.002994012,0
rdh10b,0.001289075,0.001544039,0.013144923,0.050870147,0.006117455,0.052674897,0.003167063,0.006833713,0.140718563,0.058823529
ube2w,0.045117628,0.02886681,0.085441998,0.058902276,0.070554649,0.056790123,0.077593032,0.027334852,0.073353293,0.052941176
elocb,0.244279729,0.123053169,0.27407164,0.219544846,0.156606852,0.194238683,0.360253365,0.095671982,0.312874251,0.394117647
tmem70,0.014179826,0.009935553,0.01610253,0.018741633,0.009380098,0.018106996,0.021377672,0.004555809,0.025449102,0.023529412
CR788254.2,0,0.000134264,0.000328623,0.00669344,0,0.005761317,0.000791766,0.004555809,0,0
si:dkey-82k12.13,0,0,0,0,0.00040783,0,0,0,0,0.035294118
jph1b,0.020625201,0.04377014,0.011173184,0.005354752,0.069738989,0.020576132,0.066508314,0.018223235,0.011976048,0.011764706
pi15b,0,0.000604189,0.001971738,0.042838019,0.00040783,0.009053498,0.000791766,0,0,0
crispld1b,0.000644538,0.000335661,0.000657246,0.024096386,0,0.000823045,0,0,0,0
socs6b,0.026748308,0.00825725,0.016759777,0.03480589,0.015089723,0.027160494,0.034045922,0.011389522,0.026946108,0.017647059
cbln2a,0.019980664,0.001141246,0,0.001338688,0.00040783,0.002469136,0.007917656,0,0.001497006,0
neto1,0.016113439,0.084452202,0.014788038,0.013386881,0.022430669,0.018930041,0.016627078,0.020501139,0.02245509,0.011764706
atpsckmt,0.010312601,0.005907626,0.017417023,0.014725569,0.006525285,0.017283951,0.016627078,0.002277904,0.031437126,0.011764706
6-Mar,0.11021592,0.062902793,0.239566218,0.109772423,0.124796085,0.143209877,0.188440222,0.154897494,0.371257485,0.1
ankrd33bb,0.001289075,0.001141246,0.044364114,0.004016064,0.00040783,0.001646091,0.001583531,0.004555809,0.004491018,0
ctnnd2b,0.210119239,0.061157358,0.078212291,0.025435074,0.090538336,0.227160494,0.282660333,0.022779043,0.088323353,0.047058824
GPR141,0,0,0.000657246,0,0,0,0.000791766,0,0,0
si:dkey-94e7.2,0.002255881,0.002282492,0.019388761,0,0.001223491,0.001646091,0.000791766,0.093394077,0.05988024,0.005882353
rp1,0.000966806,0.002013963,0.045678607,0,0.001631321,0.000823045,0,0.022779043,0.001497006,0.005882353
tcea1,0.157267161,0.075053706,0.165297404,0.084337349,0.124796085,0.1218107,0.29216152,0.0523918,0.239520958,0.170588235
rgs20,0.166290686,0.201664876,0.699309892,0.061579652,0.066884176,0.088065844,0.183689628,0.255125285,0.166167665,0.052941176
atp6v1h,0.373187238,0.174207841,0.343082484,0.113788487,0.189641109,0.209053498,0.487727633,0.182232346,0.453592814,0.541176471
oprk1,0.005800838,0.025845865,0.003943477,0.009370817,0.003670473,0.008230453,0.011084719,0.009111617,0.00748503,0
chmp5a,0.075733161,0.029135338,0.018731515,0.012048193,0.030179445,0.050205761,0.106888361,0.018223235,0.023952096,0.005882353
bag1,0.077022237,0.033029001,0.093657575,0.049531459,0.044861338,0.046090535,0.109263658,0.027334852,0.136227545,0.117647059
myl12.2,0.154689011,0.081028464,0.124548143,0.196787149,0.130097879,0.181069959,0.190023753,0.038724374,0.261976048,0.141176471
myom1a,0.000322269,6.71E-05,0,0.001338688,0,0,0.003958828,0,0.004491018,0
lpin2,0.121495327,0.04027927,0.151166612,0.050870147,0.072185971,0.093004115,0.168646081,0.093394077,0.338323353,0.194117647
emilin2a,0.000322269,0.000268528,0,0.095046854,0,0,0,0,0.008982036,0
clul1,0.077989043,0.118219656,0.13276372,0.095046854,0.126835237,0.172839506,0.119556611,0.075170843,0.22005988,0.247058824
adcyap1b,0.010957138,0.006578947,0.0085442,0.005354752,0.007748777,0.010699588,0.464766429,0.011389522,0.011976048,0
clul1.1,0.022558814,0.015306122,0.451528097,0.012048193,0.013050571,0.019753086,0.024544735,0.018223235,0.017964072,0.005882353
colec12,0.001611344,0.001476907,0.001314492,0.246318608,0.001631321,0.000823045,0.000791766,0.002277904,0.318862275,0.005882353
stam,0.062197873,0.015843179,0.085441998,0.050870147,0.048531811,0.064197531,0.117181314,0.020501139,0.232035928,0.211764706
