Gene,Crista.SCs,HCs,Macula.SCs,max,maxcol
FP015866.1,0,0,0,0,Crista.SCs
tle3b,0.060869565,0.066031746,0.106557377,0.106557377,Macula.SCs
zgc:195356,0,0,0,0,Crista.SCs
si:ch211-226l4.6,0,0,0,0,Crista.SCs
fam113,0,0,0,0,Crista.SCs
hdac8.1,0.165217391,0.101587302,0.073770492,0.165217391,Crista.SCs
sh3gl3a,0.12173913,0.176507937,0.131147541,0.176507937,HCs
zgc:162945,0,0.013968254,0,0.013968254,HCs
tox3,0.304347826,0.422222222,0.237704918,0.422222222,HCs
CSKMT,0,0.005079365,0,0.005079365,HCs
otub1b,0.043478261,0.051428571,0.016393443,0.051428571,HCs
TMEM151A,0,0.003809524,0,0.003809524,HCs
si:ch211-285j22.3,0,0,0,0,Crista.SCs
npsn,0,0,0,0,Crista.SCs
si:ch211-285j22.5,0,0.000634921,0,0.000634921,HCs
mus81,0,0.001904762,0,0.001904762,HCs
abcf2b,0,0.020952381,0.008196721,0.020952381,HCs
cdkn1ca,0.008695652,0.018412698,0.008196721,0.018412698,HCs
tbc1d19,0.052173913,0.10031746,0.016393443,0.10031746,HCs
serf2,0.095652174,0.321269841,0.098360656,0.321269841,HCs
alox12,0.043478261,0.012063492,0.057377049,0.057377049,Macula.SCs
trpm5,0,0.004444444,0.008196721,0.008196721,Macula.SCs
cth1,0,0,0,0,Crista.SCs
fth1a,0.165217391,0.4,0.213114754,0.4,HCs
rpl13,0.339130435,0.443809524,0.524590164,0.524590164,Macula.SCs
rnaseka,0.069565217,0.029206349,0.032786885,0.069565217,Crista.SCs
cmtm3,0,0.001269841,0,0.001269841,HCs
saa,0,0,0,0,Crista.SCs
CT027744.1,0,0.001904762,0,0.001904762,HCs
ywhae2,0.069565217,0.08,0.024590164,0.08,HCs
rplp2l,0.426086957,0.413968254,0.409836066,0.426086957,Crista.SCs
AL929208.1,0,0.002539683,0,0.002539683,HCs
dapk2a,0.026086957,0.015238095,0.008196721,0.026086957,Crista.SCs
taf6l,0.034782609,0.039365079,0.016393443,0.039365079,HCs
chpf2,0,0.032380952,0,0.032380952,HCs
kcnk7,0.008695652,0.044444444,0.024590164,0.044444444,HCs
polr2m,0,0.022222222,0.008196721,0.022222222,HCs
traf6,0.008695652,0.055873016,0.008196721,0.055873016,HCs
si:dkey-6n21.12,0.026086957,0.001904762,0.024590164,0.026086957,Crista.SCs
si:ch211-200p22.4,0.226086957,0.153650794,0.180327869,0.226086957,Crista.SCs
slc25a22b,0.808695652,0.010793651,0.467213115,0.808695652,Crista.SCs
cpne7,0.008695652,0.008253968,0.008196721,0.008695652,Crista.SCs
si:dkey-6n21.13,0,0,0,0,Crista.SCs
AL929307.1,0,0.006984127,0,0.006984127,HCs
sall1a,0,0.053968254,0.098360656,0.098360656,Macula.SCs
cyp2r1,0,0.01015873,0.016393443,0.016393443,Macula.SCs
mtfmt,0,0.022222222,0.016393443,0.022222222,HCs
calca,0,0.000634921,0,0.000634921,HCs
ache,0.008695652,0.084444444,0.008196721,0.084444444,HCs
ppip5k1a,0.2,0.241269841,0.12295082,0.241269841,HCs
zgc:92664,0.017391304,0.014603175,0.008196721,0.017391304,Crista.SCs
CT030153.1,0,0.015873016,0.032786885,0.032786885,Macula.SCs
uacab,0.095652174,0.048888889,0.213114754,0.213114754,Macula.SCs
si:ch211-112g6.4,0,0,0.008196721,0.008196721,Macula.SCs
CR450827.2,0,0.003174603,0.008196721,0.008196721,Macula.SCs
CU571069.1,0,0.001269841,0,0.001269841,HCs
CR388184.2,0,0,0,0,Crista.SCs
acana,0.017391304,0.005079365,0,0.017391304,Crista.SCs
mybpc3,0.008695652,0.053968254,0.008196721,0.053968254,HCs
rab8b,0.026086957,0.059047619,0.024590164,0.059047619,HCs
cylda,0.069565217,0.189206349,0.081967213,0.189206349,HCs
zgc:162592,0,0,0,0,Crista.SCs
cmtm4,0.086956522,0.266031746,0.040983607,0.266031746,HCs
c6ast1,0,0,0,0,Crista.SCs
BX511128.1,0,0.021587302,0,0.021587302,HCs
aldh1a2,0,0.003174603,0.008196721,0.008196721,Macula.SCs
dync1li2,0.086956522,0.10984127,0.032786885,0.10984127,HCs
CR388184.1,0,0,0,0,Crista.SCs
cyb5b,0.008695652,0.043174603,0.008196721,0.043174603,HCs
FP236734.1,0,0,0.008196721,0.008196721,Macula.SCs
CU469577.1,0.008695652,0.022222222,0,0.022222222,HCs
mfge8a,0.034782609,0.13968254,0,0.13968254,HCs
zgc:110591,0,0.003174603,0,0.003174603,HCs
tollip,0.026086957,0.056507937,0.008196721,0.056507937,HCs
muc5.3,0,0.006984127,0,0.006984127,HCs
ptprn2,0.017391304,0.191746032,0,0.191746032,HCs
rxfp3.3a1,0,0,0,0,Crista.SCs
si:ch211-196f2.3,0,0.004444444,0.008196721,0.008196721,Macula.SCs
pias1a,0.069565217,0.151111111,0.098360656,0.151111111,HCs
ehbp1l1a,0.008695652,0.149206349,0.049180328,0.149206349,HCs
prox3,0,0.001269841,0,0.001269841,HCs
pde3b,0.391304348,0.654603175,0.327868852,0.654603175,HCs
snx15,0.008695652,0.028571429,0.008196721,0.028571429,HCs
BX005056.2,0,0.001904762,0,0.001904762,HCs
nod2,0.008695652,0.017777778,0.024590164,0.024590164,Macula.SCs
trpm1a,0,0.000634921,0,0.000634921,HCs
cpt1aa,0.069565217,0.080634921,0.024590164,0.080634921,HCs
AL954129.1,0,0,0,0,Crista.SCs
dnah2,0.069565217,0.494603175,0.06557377,0.494603175,HCs
zgc:162171,0,0,0,0,Crista.SCs
rab39bb,0.008695652,0.047619048,0,0.047619048,HCs
adad2,0,0,0,0,Crista.SCs
dhx38,0.069565217,0.102857143,0.057377049,0.102857143,HCs
vbp1,0.026086957,0.027301587,0.024590164,0.027301587,HCs
snapc2,0,0.005714286,0,0.005714286,HCs
nat16,0.086956522,0.322539683,0.06557377,0.322539683,HCs
skor1a,0.026086957,0.256507937,0.040983607,0.256507937,HCs
krcp,0,0.000634921,0,0.000634921,HCs
copb1,0.104347826,0.258412698,0.073770492,0.258412698,HCs
nkd1,0.060869565,0.005714286,0.049180328,0.060869565,Crista.SCs
si:ch211-196f2.6,0,0,0,0,Crista.SCs
igf2a,0.008695652,0.002539683,0,0.008695652,Crista.SCs
gtf2a2,0.026086957,0.024761905,0.016393443,0.026086957,Crista.SCs
nat16l,0,0.004444444,0,0.004444444,HCs
si:ch211-288d18.1,0.043478261,0.215873016,0.008196721,0.215873016,HCs
rras2,0.086956522,0.052698413,0.032786885,0.086956522,Crista.SCs
syt4,0,0.005714286,0,0.005714286,HCs
muc5f,0,0,0,0,Crista.SCs
mark2b,0.2,0.22031746,0.18852459,0.22031746,HCs
map2k5,0.086956522,0.198730159,0.098360656,0.198730159,HCs
si:dkey-183c6.7,0,0,0,0,Crista.SCs
si:dkey-183c6.8,0.008695652,0.018412698,0.008196721,0.018412698,HCs
vgf,0,0.001269841,0,0.001269841,HCs
tub,0.086956522,0.434920635,0.049180328,0.434920635,HCs
b4galnt4b,0.026086957,0.102222222,0.016393443,0.102222222,HCs
BX072554.1,0.026086957,0.02031746,0.008196721,0.026086957,Crista.SCs
RIC3,0,0.004444444,0,0.004444444,HCs
abtb2a,0,0.006984127,0,0.006984127,HCs
lmo1,0.026086957,0.081269841,0.098360656,0.098360656,Macula.SCs
foxb1b,0,0,0,0,Crista.SCs
BX927082.1,0,0,0,0,Crista.SCs
smad3a,0.208695652,0.090793651,0.106557377,0.208695652,Crista.SCs
ccdc166,0,0.001269841,0,0.001269841,HCs
si:dkey-183c6.9,0,0,0,0,Crista.SCs
ap1s1,0.043478261,0.113650794,0.032786885,0.113650794,HCs
lin7c,0.034782609,0.061587302,0.008196721,0.061587302,HCs
brsk2b,0.008695652,0.256507937,0.016393443,0.256507937,HCs
lctla,0,0,0,0,Crista.SCs
smad6a,0.017391304,0.013333333,0.024590164,0.024590164,Macula.SCs
crybgx,0,0,0,0,Crista.SCs
homezb,0,0.022857143,0.008196721,0.022857143,HCs
kdm6ba,0.295652174,0.306666667,0.401639344,0.401639344,Macula.SCs
serpine1,0,0,0,0,Crista.SCs
cideb,0,0.000634921,0,0.000634921,HCs
CR388231.4,0,0,0,0,Crista.SCs
dhrs4,0,0.025396825,0.016393443,0.025396825,HCs
tinf2,0.017391304,0.015873016,0,0.017391304,Crista.SCs
map1aa,0.008695652,0.044444444,0,0.044444444,HCs
aco1,0.008695652,0.020952381,0.008196721,0.020952381,HCs
lrp4,0.060869565,0.014603175,0.073770492,0.073770492,Macula.SCs
BX957278.1,0.008695652,0,0,0.008695652,Crista.SCs
CLEC3A,0,0,0,0,Crista.SCs
AL935126.2,0,0.001904762,0,0.001904762,HCs
CR387919.1,0.017391304,0.019047619,0.016393443,0.019047619,HCs
mettl4,0,0.008888889,0,0.008888889,HCs
znf609b,0.147826087,0.288253968,0.172131148,0.288253968,HCs
tp53bp1,0.060869565,0.104126984,0.06557377,0.104126984,HCs
SH3TC1,0,0.001269841,0,0.001269841,HCs
arsj,0,0,0,0,Crista.SCs
zgc:153993,0.043478261,0.041269841,0.040983607,0.043478261,Crista.SCs
nagk,0,0.018412698,0.008196721,0.018412698,HCs
sepsecs,0.008695652,0.011428571,0,0.011428571,HCs
CR356242.1,0.017391304,0.274920635,0,0.274920635,HCs
fah,0.026086957,0.004444444,0,0.026086957,Crista.SCs
mical2a,0,0.006349206,0,0.006349206,HCs
cldn15a,0,0.01015873,0,0.01015873,HCs
CR388195.1,0,0,0,0,Crista.SCs
nitr1b,0,0,0,0,Crista.SCs
iqgap1,0.07826087,0.024761905,0.262295082,0.262295082,Macula.SCs
gigyf1a,0.069565217,0.141587302,0.049180328,0.141587302,HCs
serpinh2,0.034782609,0.018412698,0.06557377,0.06557377,Macula.SCs
cldnd1a,0,0.013968254,0,0.013968254,HCs
CT030048.1,0,0,0,0,Crista.SCs
ccs.1,0,0.003809524,0.008196721,0.008196721,Macula.SCs
usp47,0.043478261,0.151746032,0.114754098,0.151746032,HCs
peli3,0.104347826,0.172698413,0.131147541,0.172698413,HCs
USP53,0.069565217,0.107301587,0.073770492,0.107301587,HCs
neto2b,0,0.015873016,0.016393443,0.016393443,Macula.SCs
SEMA4F,0.086956522,0.174603175,0.06557377,0.174603175,HCs
nitr5,0,0,0,0,Crista.SCs
BX005073.3,0,0.000634921,0.008196721,0.008196721,Macula.SCs
BOLA2,0.008695652,0.064126984,0.008196721,0.064126984,HCs
ano1,0.008695652,0.008253968,0.016393443,0.016393443,Macula.SCs
nitr1k,0,0,0,0,Crista.SCs
dctn1a,0.043478261,0.077460317,0.032786885,0.077460317,HCs
phlpp2,0.026086957,0.083809524,0.032786885,0.083809524,HCs
myo9aa,0.382608696,0.043174603,0.286885246,0.382608696,Crista.SCs
ankrd11,0.443478261,0.655238095,0.336065574,0.655238095,HCs
kcng4b,0,0.013968254,0,0.013968254,HCs
FO905040.1,0.026086957,0.015873016,0.016393443,0.026086957,Crista.SCs
zgc:194679,0,0,0,0,Crista.SCs
smchd1,0.060869565,0.067936508,0.016393443,0.067936508,HCs
BX324230.2,0.008695652,0.003174603,0,0.008695652,Crista.SCs
BX664603.1,0,0.028571429,0.016393443,0.028571429,HCs
hacd1,0.043478261,0.037460317,0.032786885,0.043478261,Crista.SCs
adam19a,0.008695652,0.000634921,0,0.008695652,Crista.SCs
mctp2b,0.008695652,0.003174603,0.008196721,0.008695652,Crista.SCs
FO904860.1,0,0.000634921,0,0.000634921,HCs
dkk3a,0,0.001904762,0,0.001904762,HCs
si:ch73-40a2.1,0,0.008253968,0,0.008253968,HCs
zgc:173587,0.008695652,0.013968254,0.016393443,0.016393443,Macula.SCs
elp4,0.069565217,0.063492063,0.040983607,0.069565217,Crista.SCs
CR855393.1,0,0,0,0,Crista.SCs
RAP1GDS1,0,0.033650794,0.032786885,0.033650794,HCs
BX664721.2,0,0,0,0,Crista.SCs
abhd2a,0.104347826,0.200634921,0.090163934,0.200634921,HCs
nwd2,0.008695652,0.003809524,0.008196721,0.008695652,Crista.SCs
rnf166,0.07826087,0.124444444,0.032786885,0.124444444,HCs
CABZ01030282.1,0,0.000634921,0,0.000634921,HCs
efnb3b,0.173913043,0.053333333,0.106557377,0.173913043,Crista.SCs
lmbr1,0.043478261,0.08,0.016393443,0.08,HCs
crispld2,0,0.013968254,0.016393443,0.016393443,Macula.SCs
nitr6b.1,0,0,0,0,Crista.SCs
sinhcafl.1,0,0.005714286,0.016393443,0.016393443,Macula.SCs
tpcn2,0.017391304,0.000634921,0.040983607,0.040983607,Macula.SCs
ap1g1,0.069565217,0.224126984,0.12295082,0.224126984,HCs
nsmaf,0.069565217,0.142222222,0.040983607,0.142222222,HCs
RASSF10,0,0.003174603,0.024590164,0.024590164,Macula.SCs
mtss1lb,0.095652174,0.146666667,0.114754098,0.146666667,HCs
epdl1,0,0.015873016,0,0.015873016,HCs
ambra1a,0.034782609,0.114285714,0.032786885,0.114285714,HCs
rnf32,0,0.102857143,0,0.102857143,HCs
prkd4,0,0.005079365,0,0.005079365,HCs
fis1,0.008695652,0.10984127,0.024590164,0.10984127,HCs
CABZ01074298.1,0,0.002539683,0,0.002539683,HCs
si:ch211-217i17.1,0,0.001904762,0,0.001904762,HCs
slc39a1,0,0.033650794,0.008196721,0.033650794,HCs
adgrg3,0,0.001269841,0.008196721,0.008196721,Macula.SCs
CU179759.2,0,0.000634921,0,0.000634921,HCs
FO704772.3,0.104347826,0.237460317,0.139344262,0.237460317,HCs
acer2,0.052173913,0.037460317,0.008196721,0.052173913,Crista.SCs
nitr1b.1,0.008695652,0,0,0.008695652,Crista.SCs
si:dkey-31g16.2,0,0.000634921,0,0.000634921,HCs
frem1a,0.026086957,0.008253968,0.032786885,0.032786885,Macula.SCs
gramd2aa,0.043478261,0.41015873,0.024590164,0.41015873,HCs
FP236812.1,0.008695652,0.001904762,0.016393443,0.016393443,Macula.SCs
caap1,0.008695652,0.03047619,0.049180328,0.049180328,Macula.SCs
zgc:173552.1,0,0,0,0,Crista.SCs
CABZ01030278.1,0,0,0,0,Crista.SCs
rell1,0.07826087,0.04952381,0.057377049,0.07826087,Crista.SCs
zgc:56231,0.008695652,0,0.016393443,0.016393443,Macula.SCs
nitr6b.2,0,0,0,0,Crista.SCs
BX284696.1,0.034782609,0.018412698,0.032786885,0.034782609,Crista.SCs
pax6b,0.008695652,0.000634921,0,0.008695652,Crista.SCs
chd3,0.095652174,0.14031746,0.057377049,0.14031746,HCs
smim20,0.008695652,0.055873016,0,0.055873016,HCs
mrpl21,0.017391304,0.039365079,0.008196721,0.039365079,HCs
CU681855.1,0.008695652,0,0,0.008695652,Crista.SCs
dennd4c,0.069565217,0.208888889,0.040983607,0.208888889,HCs
dpep1,0,0,0,0,Crista.SCs
lrrc28,0.043478261,0.02984127,0.008196721,0.043478261,Crista.SCs
strc,0.07826087,0.797460317,0.106557377,0.797460317,HCs
si:dkey-15b23.3,0,0,0.008196721,0.008196721,Macula.SCs
ripk3,0.008695652,0.004444444,0,0.008695652,Crista.SCs
rph3ab,0,0.003174603,0,0.003174603,HCs
sec24d,0.069565217,0.08,0.213114754,0.213114754,Macula.SCs
MAP3K11,0.017391304,0.017142857,0.016393443,0.017391304,Crista.SCs
larp7,0.017391304,0.056507937,0.049180328,0.056507937,HCs
si:ch211-113a14.19,0.008695652,0.002539683,0.016393443,0.016393443,Macula.SCs
FP340257.1,0,0.000634921,0,0.000634921,HCs
nitr1b.2,0,0,0,0,Crista.SCs
acox3,0.07826087,0.081269841,0.024590164,0.081269841,HCs
MAPK8IP1,0,0.000634921,0.040983607,0.040983607,Macula.SCs
si:ch211-113a14.19.1,0,0,0,0,Crista.SCs
FO818704.1,0,0,0,0,Crista.SCs
nitr2b,0,0,0,0,Crista.SCs
fadd,0.008695652,0.007619048,0.024590164,0.024590164,Macula.SCs
CABZ01007829.1,0,0,0,0,Crista.SCs
nitr1i,0,0,0,0,Crista.SCs
CU929544.1,0.017391304,0.031746032,0.016393443,0.031746032,HCs
CU463038.2,0,0.000634921,0,0.000634921,HCs
CR376738.1,0,0,0,0,Crista.SCs
mtm1,0.034782609,0.055873016,0.024590164,0.055873016,HCs
dennd5a,0.147826087,0.201269841,0.18852459,0.201269841,HCs
sox32,0,0.000634921,0,0.000634921,HCs
CR848715.1,0,0.000634921,0,0.000634921,HCs
CT030160.1,0,0,0,0,Crista.SCs
ppargc1a,0.017391304,0.013968254,0.032786885,0.032786885,Macula.SCs
CR382383.2,0,0.003809524,0,0.003809524,HCs
fastkd3,0.034782609,0.017777778,0.008196721,0.034782609,Crista.SCs
si:dkeyp-74b6.2,0,0.000634921,0,0.000634921,HCs
CR376779.1,0.008695652,0.008888889,0.008196721,0.008888889,HCs
ntrk3b,0,0.023492063,0.024590164,0.024590164,Macula.SCs
khnyn,0.034782609,0.042539683,0.049180328,0.049180328,Macula.SCs
dnajc3b,0.034782609,0.020952381,0.016393443,0.034782609,Crista.SCs
rce1a,0.008695652,0.008888889,0,0.008888889,HCs
ADAMTS7,0.008695652,0.006984127,0.016393443,0.016393443,Macula.SCs
clpxa,0.034782609,0.09968254,0.098360656,0.09968254,HCs
CABZ01057488.1,0,0.003809524,0.008196721,0.008196721,Macula.SCs
BX004857.1,0,0.000634921,0,0.000634921,HCs
ppp1cbl,0.008695652,0.001904762,0,0.008695652,Crista.SCs
slc35c1,0,0.016507937,0.016393443,0.016507937,HCs
LO018380.1,0,0.000634921,0,0.000634921,HCs
ACSF3,0.034782609,0.057142857,0.016393443,0.057142857,HCs
mrc1a,0,0.001269841,0,0.001269841,HCs
ccdc149a,0.043478261,0.419047619,0.040983607,0.419047619,HCs
cbfa2t3,0,0.008253968,0,0.008253968,HCs
si:dkey-15b23.3.1,0,0.001904762,0,0.001904762,HCs
KCNIP4,0.026086957,0.069206349,0.008196721,0.069206349,HCs
ppp1r15a,0.226086957,0.582857143,0.368852459,0.582857143,HCs
BX957362.5,0,0.001904762,0,0.001904762,HCs
CT573787.2,0,0,0,0,Crista.SCs
nitr1f,0,0,0,0,Crista.SCs
BX664721.1,0,0,0,0,Crista.SCs
zgc:163061,0,0,0,0,Crista.SCs
CT030017.2,0,0.004444444,0,0.004444444,HCs
CT573817.1,0.017391304,0.025396825,0,0.025396825,HCs
CR354398.1,0,0,0,0,Crista.SCs
adgra3,0.017391304,0.01015873,0.008196721,0.017391304,Crista.SCs
CR354540.1,0,0.001904762,0,0.001904762,HCs
zgc:55733,0.095652174,0.085714286,0.073770492,0.095652174,Crista.SCs
sox17,0,0.000634921,0,0.000634921,HCs
SIPA1,0.052173913,0.007619048,0.090163934,0.090163934,Macula.SCs
BX511067.1,0.008695652,0.017777778,0,0.017777778,HCs
LO018231.1,0,0,0.016393443,0.016393443,Macula.SCs
rab1ba,0.069565217,0.246349206,0.139344262,0.246349206,HCs
etnppl,0,0.069206349,0.032786885,0.069206349,HCs
eif4g2a,0.034782609,0.085714286,0.098360656,0.098360656,Macula.SCs
psmd9,0.026086957,0.052698413,0,0.052698413,HCs
hist1h4l.7,0,0,0,0,Crista.SCs
zgc:163061.1,0,0.000634921,0,0.000634921,HCs
furina,0.147826087,0.511111111,0.327868852,0.511111111,HCs
zdhhc21,0.008695652,0.025396825,0.057377049,0.057377049,Macula.SCs
trappc2l,0.017391304,0.081269841,0.016393443,0.081269841,HCs
nitr2a,0,0,0,0,Crista.SCs
CU972454.5,0,0.000634921,0,0.000634921,HCs
slc22a31,0.043478261,0.003174603,0.032786885,0.043478261,Crista.SCs
si:dkey-88n24.5,0,0.000634921,0.008196721,0.008196721,Macula.SCs
cyb5d1,0.043478261,0.066666667,0.032786885,0.066666667,HCs
CU672228.1,0,0,0,0,Crista.SCs
itfg1,0.113043478,0.228571429,0.139344262,0.228571429,HCs
CU179759.1,0,0,0,0,Crista.SCs
myoz2a,0,0.000634921,0,0.000634921,HCs
CCKAR,0,0.000634921,0,0.000634921,HCs
tspan5a,0.043478261,0.091428571,0.040983607,0.091428571,HCs
zgc:92594,0,0.000634921,0.016393443,0.016393443,Macula.SCs
MINAR1,0.008695652,0.001269841,0.008196721,0.008695652,Crista.SCs
BX005022.2,0,0.000634921,0,0.000634921,HCs
CU468723.4,0.043478261,0.104126984,0.06557377,0.104126984,HCs
rela,0.026086957,0.033015873,0.024590164,0.033015873,HCs
CU651662.1,0.008695652,0,0.008196721,0.008695652,Crista.SCs
hnf4b,0.008695652,0.074285714,0.008196721,0.074285714,HCs
ENSDARG00000059529,0.008695652,0.008888889,0,0.008888889,HCs
rasl12,0,0.002539683,0,0.002539683,HCs
rbpms,0,0.000634921,0,0.000634921,HCs
HTRA3,0,0.001904762,0,0.001904762,HCs
pcsk6,0,0.010793651,0,0.010793651,HCs
tdrd7b,0.052173913,0.006984127,0.040983607,0.052173913,Crista.SCs
pea15,0,0.002539683,0,0.002539683,HCs
ZNF821,0.034782609,0.077460317,0.040983607,0.077460317,HCs
rlbp1a,0,0.001904762,0.008196721,0.008196721,Macula.SCs
elp5,0.026086957,0.037460317,0.016393443,0.037460317,HCs
atxn1l,0,0.010793651,0,0.010793651,HCs
nitr11a,0,0,0,0,Crista.SCs
BX005022.3,0.017391304,0.002539683,0.008196721,0.017391304,Crista.SCs
tyrp1a,0.008695652,0.000634921,0,0.008695652,Crista.SCs
zgc:194930,0.026086957,0.034285714,0.040983607,0.040983607,Macula.SCs
adamts17,0.043478261,0.035555556,0.040983607,0.043478261,Crista.SCs
wrap53,0.008695652,0.010793651,0,0.010793651,HCs
hist1h4l.8,0,0.000634921,0,0.000634921,HCs
lgi2a,0,0.001904762,0,0.001904762,HCs
CR382281.1,0,0,0,0,Crista.SCs
CU459012.3,0,0,0,0,Crista.SCs
nitr4a,0,0,0,0,Crista.SCs
nitr1m,0,0,0,0,Crista.SCs
FP236812.2,0.008695652,0.000634921,0,0.008695652,Crista.SCs
zgc:173552.2,0,0,0.008196721,0.008196721,Macula.SCs
ctr9,0.034782609,0.08,0.032786885,0.08,HCs
nr1h3,0.043478261,0.104761905,0.008196721,0.104761905,HCs
NRXN2,0,0.015873016,0.008196721,0.015873016,HCs
crtc3,0.460869565,0.326984127,0.680327869,0.680327869,Macula.SCs
piezo1,0.2,0.028571429,0.057377049,0.2,Crista.SCs
slc8a4b,0,0.003174603,0,0.003174603,HCs
BX470137.2,0,0.03047619,0,0.03047619,HCs
gba3,0.008695652,0.003174603,0.008196721,0.008695652,Crista.SCs
mrpl15,0.008695652,0.033015873,0.008196721,0.033015873,HCs
CU607104.1,0,0.008253968,0.008196721,0.008253968,HCs
unm-hu7910,0.052173913,0.060952381,0.008196721,0.060952381,HCs
BX470211.2,0,0,0,0,Crista.SCs
CU571061.1,0,0.007619048,0,0.007619048,HCs
CABZ01040626.1,0,0,0,0,Crista.SCs
gpr78b,0,0.01015873,0,0.01015873,HCs
RASGRP2,0,0.004444444,0.008196721,0.008196721,Macula.SCs
CU459012.1,0,0.001269841,0,0.001269841,HCs
HECTD4,0.017391304,0.13968254,0.032786885,0.13968254,HCs
CR376738.2,0,0,0,0,Crista.SCs
CABZ01057496.1,0.017391304,0.13015873,0,0.13015873,HCs
CABZ01112025.1,0.008695652,0,0,0.008695652,Crista.SCs
CR926130.2,0,0,0,0,Crista.SCs
CR926130.1,0,0,0,0,Crista.SCs
CT030017.3,0.034782609,0.028571429,0.040983607,0.040983607,Macula.SCs
CT573787.3,0,0.002539683,0,0.002539683,HCs
BX897747.1,0,0.002539683,0.008196721,0.008196721,Macula.SCs
BX322792.2,0,0,0,0,Crista.SCs
BX322792.1,0,0.006984127,0,0.006984127,HCs
LO018324.1,0,0,0,0,Crista.SCs
BX957347.2,0,0.001904762,0,0.001904762,HCs
CU019646.1,0.008695652,0,0,0.008695652,Crista.SCs
BX294178.3,0,0.000634921,0,0.000634921,HCs
BX284620.3,0,0.005714286,0.008196721,0.008196721,Macula.SCs
CABZ01000591.1,0.008695652,0,0,0.008695652,Crista.SCs
BX001047.1,0,0.000634921,0,0.000634921,HCs
nadsyn1,0.017391304,0.008253968,0,0.017391304,Crista.SCs
CR354540.2,0.008695652,0.008888889,0,0.008888889,HCs
CR384075.1,0.052173913,0.223492063,0.098360656,0.223492063,HCs
CU467042.1,0,0.014603175,0.024590164,0.024590164,Macula.SCs
FO818704.2,0,0.001269841,0,0.001269841,HCs
CABZ01057364.2,0.008695652,0.005714286,0.008196721,0.008695652,Crista.SCs
CABZ01057364.1,0,0.003809524,0.016393443,0.016393443,Macula.SCs
CABZ01067169.1,0,0.015238095,0,0.015238095,HCs
si:dkey-251i10.2,0.156521739,0.002539683,0.032786885,0.156521739,Crista.SCs
BX323557.1,0.008695652,0.011428571,0,0.011428571,HCs
vamp8,0.07826087,0.172698413,0.057377049,0.172698413,HCs
wdr66,0.008695652,0.093333333,0.008196721,0.093333333,HCs
tagln2,0.182608696,0.005079365,0.196721311,0.196721311,Macula.SCs
ugt2a6,0,0.000634921,0,0.000634921,HCs
surf6,0,0.005714286,0,0.005714286,HCs
kyat1,0,0.01968254,0.008196721,0.01968254,HCs
srrm4,0.052173913,0.459047619,0.090163934,0.459047619,HCs
hmgn7,0.043478261,0.125079365,0.057377049,0.125079365,HCs
ddx31,0.008695652,0.032380952,0.016393443,0.032380952,HCs
UTP14C,0.017391304,0.017777778,0.032786885,0.032786885,Macula.SCs
ssna1,0.017391304,0.013968254,0.016393443,0.017391304,Crista.SCs
brwd3,0.069565217,0.078095238,0.040983607,0.078095238,HCs
lrp13,0,0.001269841,0,0.001269841,HCs
abo,0.008695652,0.001269841,0,0.008695652,Crista.SCs
tprn,0.017391304,0.034285714,0,0.034285714,HCs
si:dkey-237j10.2,0,0.003809524,0.008196721,0.008196721,Macula.SCs
surf1,0.026086957,0.026666667,0.016393443,0.026666667,HCs
ugt2a5,0,0.015873016,0,0.015873016,HCs
sat1a.2,0.182608696,0.44952381,0.598360656,0.598360656,Macula.SCs
pja2,0.07826087,0.107936508,0.057377049,0.107936508,HCs
otpb,0,0,0,0,Crista.SCs
myhz2,0,0,0,0,Crista.SCs
ube2g1a,0.017391304,0.04,0.008196721,0.04,HCs
zbtb43,0,0.008888889,0,0.008888889,HCs
lmx1ba,0.026086957,0.018412698,0,0.026086957,Crista.SCs
rxfp2l,0.017391304,0.007619048,0,0.017391304,Crista.SCs
lhfpl2b,0,0.002539683,0,0.002539683,HCs
hspb8,0.034782609,0.006349206,0.024590164,0.034782609,Crista.SCs
smn1,0.008695652,0.036190476,0.008196721,0.036190476,HCs
ythdc1,0.130434783,0.206349206,0.131147541,0.206349206,HCs
vamp5,0.008695652,0.007619048,0.024590164,0.024590164,Macula.SCs
mvb12ba,0.295652174,0.287619048,0.245901639,0.295652174,Crista.SCs
rasgef1ba,0.017391304,0.038730159,0.049180328,0.049180328,Macula.SCs
DNAH10,0.069565217,0.173333333,0.024590164,0.173333333,HCs
fer,0.060869565,0.092063492,0.040983607,0.092063492,HCs
erap1b,0.008695652,0.025396825,0,0.025396825,HCs
arhgap25,0,0.003809524,0,0.003809524,HCs
gtf2ird1,0.034782609,0.097142857,0.06557377,0.097142857,HCs
il13ra2,0.043478261,0.000634921,0.008196721,0.043478261,Crista.SCs
KCNT1,0.034782609,0.205714286,0,0.205714286,HCs
chrne,0,0.132063492,0.008196721,0.132063492,HCs
si:ch211-130m23.3,0.008695652,0.05015873,0,0.05015873,HCs
pld2,0.113043478,0.120634921,0.114754098,0.120634921,HCs
barhl1a,0,0.041904762,0.016393443,0.041904762,HCs
pnpla7b,0.191304348,0.099047619,0.106557377,0.191304348,Crista.SCs
mccc2,0.060869565,0.097777778,0.040983607,0.097777778,HCs
ppil2,0.069565217,0.072380952,0.032786885,0.072380952,HCs
homer1b,0,0.003174603,0,0.003174603,HCs
